group_key,priority,group_size,jp_type,rep_section,rep_index,rep_id_hex,rep_slot,ja,ja_tpl,ja_clean,locks,kr_tpl
>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,90,2,normal,3,178,0069469B,text1,\x81\xA4>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,{{L000}}{{L001}}>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,"[""\\x81"", ""\\xA4""]",{{L000}}{{L001}}>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。
甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,90,2,normal,3,215,7F8CCE25,text1,\x81\xAA甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,{{L000}}{{L001}}甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,"[""\\x81"", ""\\xAA""]",{{L000}}{{L001}}甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな
絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,90,2,normal,3,216,F918BC8B,text1,\xA8絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,{{L000}}絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,"[""\\xA8""]",{{L000}}絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな
捕縛された後に収監されていたが、 官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。,90,2,normal,4,127,0D96A28C,text1,"捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。","捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。","捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。",[],"捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。"
ってのはな、もっと小さいじゃん！ もっと愛嬌があるじゃん！ もっと色鮮やかじゃん！！,90,2,normal,5,28,96189918,text1,"ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！","ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！","ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！",[],"ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！"
任務は無事完了した。 ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。,90,2,normal,5,45,44DE9737,text1,"任務は無事完了した。
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。","任務は無事完了した。
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。","任務は無事完了した。
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。",[],"任務は無事完了した。
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。"
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。,90,2,normal,5,46,C86AF9A6,text1,"
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。","
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。","
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。",[],"
ハクたちの活躍により、モズヌ一味は再び投獄され、沙汰を待つばかりとなった。"
、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが,90,2,normal,6,1,BBAD8F7B,text1,\x81\xB0、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが,{{L000}}{{L001}}、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが,、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが,"[""\\x81"", ""\\xB0""]",{{L000}}{{L001}}、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが
小生、名をムネチカと申す。 ハクという者に会いに来たのだが……,90,2,normal,6,16,70092719,text1,"小生、名をムネチカと申す。
ハクという者に会いに来たのだが……","小生、名をムネチカと申す。
ハクという者に会いに来たのだが……","小生、名をムネチカと申す。
ハクという者に会いに来たのだが……",[],"小生、名をムネチカと申す。
ハクという者に会いに来たのだが……"
う言えば、どこかで聞いたような…… いったい……ていうか、誰だっけ……,90,2,normal,6,28,7C436800,text1,"\x81\x9Dう言えば、どこかで聞いたような……
いったい……ていうか、誰だっけ……","{{L000}}{{L001}}う言えば、どこかで聞いたような……
いったい……ていうか、誰だっけ……","う言えば、どこかで聞いたような……
いったい……ていうか、誰だっけ……","[""\\x81"", ""\\x9D""]","{{L000}}{{L001}}う言えば、どこかで聞いたような……
いったい……ていうか、誰だっけ……"
トルの知り合いで、この雰囲気というか存在感。 ただ者じゃ無いってことは判るが。,90,2,normal,6,32,10C77A7B,text1,"\x83\xA5トルの知り合いで、この雰囲気というか存在感。
ただ者じゃ無いってことは判るが。","{{L000}}{{L001}}トルの知り合いで、この雰囲気というか存在感。
ただ者じゃ無いってことは判るが。","トルの知り合いで、この雰囲気というか存在感。
ただ者じゃ無いってことは判るが。","[""\\x83"", ""\\xA5""]","{{L000}}{{L001}}トルの知り合いで、この雰囲気というか存在感。
ただ者じゃ無いってことは判るが。"
てことになったら一大事だ。 そんなことになったら確実に首が飛ぶ。,90,2,normal,6,69,95097CAB,text1,"\x82\x93てことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。","{{L000}}{{L001}}てことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。","てことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。","[""\\x82"", ""\\x93""]","{{L000}}{{L001}}てことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。"
意味が判りませぬ。 まさか刺客とは、小生のことではありますまいな。,90,2,normal,6,110,DFDF1F9C,text1,"\x82\x8B意味が判りませぬ。
まさか刺客とは、小生のことではありますまいな。","{{L000}}{{L001}}意味が判りませぬ。
まさか刺客とは、小生のことではありますまいな。","意味が判りませぬ。
まさか刺客とは、小生のことではありますまいな。","[""\\x82"", ""\\x8B""]","{{L000}}{{L001}}意味が判りませぬ。
まさか刺客とは、小生のことではありますまいな。"
、少々お戯れが過ぎる。 姫殿下の指南役を聖上より賜った身としてが必要と判断させていただく。,90,2,normal,6,111,A1E20B19,text1,"、少々お戯れが過ぎる。
姫殿下の指南役を聖上より賜った身として<躾:しつけ>が必要と判断させていただく。","、少々お戯れが過ぎる。
姫殿下の指南役を聖上より賜った身として{{L000}}が必要と判断させていただく。","、少々お戯れが過ぎる。
姫殿下の指南役を聖上より賜った身としてが必要と判断させていただく。","[""<躾:しつけ>""]","、少々お戯れが過ぎる。
姫殿下の指南役を聖上より賜った身として{{L000}}が必要と判断させていただく。"
というヤツだったのじゃ！ だから、だか……あばばばば来るな来るな来るなー！！,90,2,normal,6,113,EC2AAA12,text1,"\xAB\x87というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！","{{L000}}{{L001}}というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！","というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！","[""\\xAB"", ""\\x87""]","{{L000}}{{L001}}というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！"
いた手が見えない程に速いペンペンが、 アンジュの尻を羞恥の色に染めてゆく。,90,2,normal,6,127,CFBA16E8,text1,"\xA9いた手が見えない程に速いペンペンが、
アンジュの尻を羞恥の色に染めてゆく。","{{L000}}いた手が見えない程に速いペンペンが、
アンジュの尻を羞恥の色に染めてゆく。","いた手が見えない程に速いペンペンが、
アンジュの尻を羞恥の色に染めてゆく。","[""\\xA9""]","{{L000}}いた手が見えない程に速いペンペンが、
アンジュの尻を羞恥の色に染めてゆく。"
く融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,90,2,normal,6,168,B9FEAD67,text1,\x9Fく融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,{{L000}}く融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,く融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,"[""\\x9F""]",{{L000}}く融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……
ショウギの駒でもお人形でも家来でもない、対等の関係なんだから,90,2,normal,6,205,47276383,text1,\x81\xAFショウギの駒でもお人形でも家来でもない、対等の関係なんだから,{{L000}}{{L001}}ショウギの駒でもお人形でも家来でもない、対等の関係なんだから,ショウギの駒でもお人形でも家来でもない、対等の関係なんだから,"[""\\x81"", ""\\xAF""]",{{L000}}{{L001}}ショウギの駒でもお人形でも家来でもない、対等の関係なんだから
、あの指南役の人って結構有名なのか？ ルルティエがえらく感動していたが,90,2,normal,6,218,36E25D66,text1,、あの指南役の人って結構有名なのか？　ルルティエがえらく感動していたが,、あの指南役の人って結構有名なのか？　ルルティエがえらく感動していたが,、あの指南役の人って結構有名なのか？　ルルティエがえらく感動していたが,[],、あの指南役の人って結構有名なのか？　ルルティエがえらく感動していたが
のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです,90,2,normal,6,225,634E7BBD,text1,\x81\x93のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです,{{L000}}{{L001}}のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです,のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです,"[""\\x81"", ""\\x93""]",{{L000}}{{L001}}のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです
と漢の友情、素晴らしかろう？ 外にはこんな面白い読み物もあるのじゃ！,90,2,normal,6,241,8A69C2AE,text1,"\xBC\xA2と漢の友情、素晴らしかろう？
外にはこんな面白い読み物もあるのじゃ！","{{L000}}{{L001}}と漢の友情、素晴らしかろう？
外にはこんな面白い読み物もあるのじゃ！","と漢の友情、素晴らしかろう？
外にはこんな面白い読み物もあるのじゃ！","[""\\xBC"", ""\\xA2""]","{{L000}}{{L001}}と漢の友情、素晴らしかろう？
外にはこんな面白い読み物もあるのじゃ！"
さら>え』とハクたちに強要するも、 誰も真剣に取り合おうとはしない。,90,2,normal,6,297,ECCDCCEA,text1,"さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。","さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。","さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。",[],"さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。"
う、何を言うか……ええい、こらハク！ 何故がここに来ておるのじゃ！,90,2,normal,7,27,A52AF486,text1,"\x81\x95う、何を言うか……ええい、こらハク！
何故<其方:そなた>がここに来ておるのじゃ！","{{L000}}{{L001}}う、何を言うか……ええい、こらハク！
何故{{L002}}がここに来ておるのじゃ！","う、何を言うか……ええい、こらハク！
何故がここに来ておるのじゃ！","[""\\x81"", ""\\x95"", ""<其方:そなた>""]","{{L000}}{{L001}}う、何を言うか……ええい、こらハク！
何故{{L002}}がここに来ておるのじゃ！"
いな立場だからな。 指示通り知らせていない。 それで文句言われても正直困る。,90,2,normal,7,31,5911FB6C,text1,"いな立場だからな。
指示通り知らせていない。
それで文句言われても正直困る。","いな立場だからな。
指示通り知らせていない。
それで文句言われても正直困る。","いな立場だからな。
指示通り知らせていない。
それで文句言われても正直困る。",[],"いな立場だからな。
指示通り知らせていない。
それで文句言われても正直困る。"
しただけで、 一族郎党全てを路頭に迷わすことだって出来るんだぞ。,90,2,normal,7,45,88A430A3,text1,"\x82\x92しただけで、
一族郎党全てを路頭に迷わすことだって出来るんだぞ。","{{L000}}{{L001}}しただけで、
一族郎党全てを路頭に迷わすことだって出来るんだぞ。","しただけで、
一族郎党全てを路頭に迷わすことだって出来るんだぞ。","[""\\x82"", ""\\x92""]","{{L000}}{{L001}}しただけで、
一族郎党全てを路頭に迷わすことだって出来るんだぞ。"
ま、大丈夫です？ 耳を塞いでうずくまったりして……どこか痛かったりするですか？,90,2,normal,7,49,8B3260B7,text1,ま、大丈夫です？　耳を塞いでうずくまったりして……どこか痛かったりするですか？,ま、大丈夫です？　耳を塞いでうずくまったりして……どこか痛かったりするですか？,ま、大丈夫です？　耳を塞いでうずくまったりして……どこか痛かったりするですか？,[],ま、大丈夫です？　耳を塞いでうずくまったりして……どこか痛かったりするですか？
負けぬぞ！ オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！,90,2,normal,7,57,7EFB3F50,text1,負けぬぞ！　オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！,負けぬぞ！　オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！,負けぬぞ！　オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！,[],負けぬぞ！　オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！
シュトル、ヤマトのため、 これまでと変わらぬを尽くしましょう。,90,2,normal,7,156,854AB106,text1,"\x82\xAAシュトル、ヤマトのため、
これまでと変わらぬ<至誠:しせい>を尽くしましょう。","{{L000}}{{L001}}シュトル、ヤマトのため、
これまでと変わらぬ{{L002}}を尽くしましょう。","シュトル、ヤマトのため、
これまでと変わらぬを尽くしましょう。","[""\\x82"", ""\\xAA"", ""<至誠:しせい>""]","{{L000}}{{L001}}シュトル、ヤマトのため、
これまでと変わらぬ{{L002}}を尽くしましょう。"
てくれたか。 オシュトル、余はこれ程嬉しいことはないのじゃ。,90,2,normal,7,158,BF40D076,text1,"\x81\xA3てくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。","{{L000}}{{L001}}てくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。","てくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。","[""\\x81"", ""\\xA3""]","{{L000}}{{L001}}てくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。"
いと思い、 ちゃんとそちらの方にも連絡しておきましたので御安心を。,90,2,normal,7,162,DF4B7DF9,text1,"\xAAいと思い、
ちゃんとそちらの方にも連絡しておきましたので御安心を。","{{L000}}いと思い、
ちゃんとそちらの方にも連絡しておきましたので御安心を。","いと思い、
ちゃんとそちらの方にも連絡しておきましたので御安心を。","[""\\xAA""]","{{L000}}いと思い、
ちゃんとそちらの方にも連絡しておきましたので御安心を。"
、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,90,2,normal,8,4,B86B5872,text1,、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,[],、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう
帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,90,2,normal,8,7,00394304,text1,\x81\xAE帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,{{L000}}{{L001}}帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,"[""\\x81"", ""\\xAE""]",{{L000}}{{L001}}帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる
手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,90,2,normal,8,16,F41BCAAF,text1,\x88\x86手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,{{L000}}{{L001}}手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,"[""\\x88"", ""\\x86""]",{{L000}}{{L001}}手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ
ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,90,2,normal,8,17,C8524967,text1,\x9Eったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,{{L000}}ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,"[""\\x9E""]",{{L000}}ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ
のは気が咎めるが、身から出た錆、ということで勘弁してもらおう,90,2,normal,8,22,4C9BD888,text1,\x82\x8Bのは気が咎めるが、身から出た錆、ということで勘弁してもらおう,{{L000}}{{L001}}のは気が咎めるが、身から出た錆、ということで勘弁してもらおう,のは気が咎めるが、身から出た錆、ということで勘弁してもらおう,"[""\\x82"", ""\\x8B""]",{{L000}}{{L001}}のは気が咎めるが、身から出た錆、ということで勘弁してもらおう
さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,90,2,normal,8,33,AF3420F1,text1,さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,[],さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう
ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,90,2,normal,8,34,2E4C7A8D,text1,\x81\x97ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,{{L000}}{{L001}}ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,"[""\\x81"", ""\\x97""]",{{L000}}{{L001}}ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう
で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,90,2,normal,8,35,E510A928,text1,\xBDで暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,{{L000}}で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,"[""\\xBD""]",{{L000}}で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう
ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,90,2,normal,8,36,1A586322,text1,ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,[],ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！
商人の仕入れのコツってのは、 盗賊の目利きと代わり映えしねえじゃんよ。,90,2,normal,8,64,A1CFCDDA,text1,"\x80\x81商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。","{{L000}}{{L001}}商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。","商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。","[""\\x80"", ""\\x81""]","{{L000}}{{L001}}商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。"
の家業に精を出してきたが、 いつまでも危ねえ橋は渡ってられねえしな。 ここらが、潮時かもしれねえじゃん。,90,2,normal,8,81,F3127789,text1,"\x93の家業に精を出してきたが、
いつまでも危ねえ橋は渡ってられねえしな。
ここらが、潮時かもしれねえじゃん。","{{L000}}の家業に精を出してきたが、
いつまでも危ねえ橋は渡ってられねえしな。
ここらが、潮時かもしれねえじゃん。","の家業に精を出してきたが、
いつまでも危ねえ橋は渡ってられねえしな。
ここらが、潮時かもしれねえじゃん。","[""\\x93""]","{{L000}}の家業に精を出してきたが、
いつまでも危ねえ橋は渡ってられねえしな。
ここらが、潮時かもしれねえじゃん。"
最近好きな女が出来たんっすよ！ もうすっかり諦めてたけど、告白とかしちまおうかな！？,90,2,normal,8,98,A9E8851F,text1,"\x81最近好きな女が出来たんっすよ！
もうすっかり諦めてたけど、告白とかしちまおうかな！？","{{L000}}最近好きな女が出来たんっすよ！
もうすっかり諦めてたけど、告白とかしちまおうかな！？","最近好きな女が出来たんっすよ！
もうすっかり諦めてたけど、告白とかしちまおうかな！？","[""\\x81""]","{{L000}}最近好きな女が出来たんっすよ！
もうすっかり諦めてたけど、告白とかしちまおうかな！？"
帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが,90,2,normal,8,121,827BC2EB,text1,\xAE帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが,{{L000}}帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが,帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが,"[""\\xAE""]",{{L000}}帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが
て……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな,90,2,normal,8,129,C2050309,text1,\x8Fて……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな,{{L000}}て……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな,て……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな,"[""\\x8F""]",{{L000}}て……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな
に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……,90,2,normal,8,138,AF2EDB18,text1,\x88\x87に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……,{{L000}}{{L001}}に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……,に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……,"[""\\x88"", ""\\x87""]",{{L000}}{{L001}}に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……
！ 何言ってるかわかんねえが、とにかくタダじゃおかねえ！ その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。,90,2,normal,8,148,7392D4D7,text1,"\x86！　何言ってるかわかんねえが、とにかくタダじゃおかねえ！
その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。","{{L000}}！　何言ってるかわかんねえが、とにかくタダじゃおかねえ！
その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。","！　何言ってるかわかんねえが、とにかくタダじゃおかねえ！
その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。","[""\\x86""]","{{L000}}！　何言ってるかわかんねえが、とにかくタダじゃおかねえ！
その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。"
クたち。 あわれモズヌは、ノスリの替え玉として引っ立てられていく。,90,2,normal,8,165,A6391EE1,text1,"\x8Fクたち。
あわれモズヌは、ノスリの替え玉として引っ立てられていく。","{{L000}}クたち。
あわれモズヌは、ノスリの替え玉として引っ立てられていく。","クたち。
あわれモズヌは、ノスリの替え玉として引っ立てられていく。","[""\\x8F""]","{{L000}}クたち。
あわれモズヌは、ノスリの替え玉として引っ立てられていく。"
帝と、傍に控える女性。 それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。,90,2,normal,8,177,DDF58DA5,text1,"\x82\x8B帝と、傍に控える女性。
それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。","{{L000}}{{L001}}帝と、傍に控える女性。
それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。","帝と、傍に控える女性。
それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。","[""\\x82"", ""\\x8B""]","{{L000}}{{L001}}帝と、傍に控える女性。
それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。"
下してるとこに、強引な手を使ってみろ。 修復不能なを残すことになる。,90,2,normal,9,0,4F784C9C,text1,"\xA6\x8B下してるとこに、強引な手を使ってみろ。
修復不能な<遺恨:いこん>を残すことになる。","{{L000}}{{L001}}下してるとこに、強引な手を使ってみろ。
修復不能な{{L002}}を残すことになる。","下してるとこに、強引な手を使ってみろ。
修復不能なを残すことになる。","[""\\xA6"", ""\\x8B"", ""<遺恨:いこん>""]","{{L000}}{{L001}}下してるとこに、強引な手を使ってみろ。
修復不能な{{L002}}を残すことになる。"
うなったら下手をしなくても右近衛大将としての 任に支障が出る。 慎重にならざるをえんのさ。,90,2,normal,9,3,1922EB1A,text1,"\x9Dうなったら下手をしなくても右近衛大将としての
任に支障が出る。　慎重にならざるをえんのさ。","{{L000}}うなったら下手をしなくても右近衛大将としての
任に支障が出る。　慎重にならざるをえんのさ。","うなったら下手をしなくても右近衛大将としての
任に支障が出る。　慎重にならざるをえんのさ。","[""\\x9D""]","{{L000}}うなったら下手をしなくても右近衛大将としての
任に支障が出る。　慎重にならざるをえんのさ。"
すんなって。 今回は様子見、ちょっくら挨拶しに行くだけだからよ。,90,2,normal,9,11,4A429DC9,text1,"\x8Dすんなって。
今回は様子見、ちょっくら挨拶しに行くだけだからよ。","{{L000}}すんなって。
今回は様子見、ちょっくら挨拶しに行くだけだからよ。","すんなって。
今回は様子見、ちょっくら挨拶しに行くだけだからよ。","[""\\x8D""]","{{L000}}すんなって。
今回は様子見、ちょっくら挨拶しに行くだけだからよ。"
招待状を見せるだけで、すんなり入れるとはな。 拍子抜けってのか……,90,2,normal,9,20,F36D4584,text1,"\x80\x81招待状を見せるだけで、すんなり入れるとはな。
拍子抜けってのか……","{{L000}}{{L001}}招待状を見せるだけで、すんなり入れるとはな。
拍子抜けってのか……","招待状を見せるだけで、すんなり入れるとはな。
拍子抜けってのか……","[""\\x80"", ""\\x81""]","{{L000}}{{L001}}招待状を見せるだけで、すんなり入れるとはな。
拍子抜けってのか……"
したら、 俺達は搾り取られるカモな客だからな。 一人でも多い方がいいんだろ。,90,2,normal,9,22,C96724F4,text1,"\xA8したら、
俺達は搾り取られるカモな客だからな。
一人でも多い方がいいんだろ。","{{L000}}したら、
俺達は搾り取られるカモな客だからな。
一人でも多い方がいいんだろ。","したら、
俺達は搾り取られるカモな客だからな。
一人でも多い方がいいんだろ。","[""\\xA8""]","{{L000}}したら、
俺達は搾り取られるカモな客だからな。
一人でも多い方がいいんだろ。"
餌を減らしたからな。 どいつもこいつも腹を減らして殺気だってやがるぜ。,90,2,normal,9,64,C5C12A9E,text1,"\xA7餌を減らしたからな。
どいつもこいつも腹を減らして殺気だってやがるぜ。","{{L000}}餌を減らしたからな。
どいつもこいつも腹を減らして殺気だってやがるぜ。","餌を減らしたからな。
どいつもこいつも腹を減らして殺気だってやがるぜ。","[""\\xA7""]","{{L000}}餌を減らしたからな。
どいつもこいつも腹を減らして殺気だってやがるぜ。"
