group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl
ありえん……！ とにかく体勢を建てなおさねば！！,64,1,normal,76646,76717,"ありえん……！
とにかく体勢を建てなおさねば！！","ありえん……！
とにかく体勢を建てなおさねば！！","ありえん……！
とにかく体勢を建てなおさねば！！",[],"말도 안 돼……!
일단 태세를 다시 갖춰야!!"
さっきまでは、確かにヒトの姿をしていましたね……,64,1,normal,81679,81752,さっきまでは、確かにヒトの姿をしていましたね……,さっきまでは、確かにヒトの姿をしていましたね……,さっきまでは、確かにヒトの姿をしていましたね……,[],"아까까지만 해도, 분명 사람 모습이었죠……"
ああ、増援なんて呼ばれたらたまったもんじゃない。,64,1,normal,89177,89250,ああ、増援なんて呼ばれたらたまったもんじゃない。,ああ、増援なんて呼ばれたらたまったもんじゃない。,ああ、増援なんて呼ばれたらたまったもんじゃない。,[],"아아, 증원 같은 걸 불러들이면 미치겠는데."
フフン♪ さっきまでの威勢は何処にいったのかな？,64,1,normal,91306,91377,"フフン♪
さっきまでの威勢は何処にいったのかな？","フフン♪
さっきまでの威勢は何処にいったのかな？","フフン♪
さっきまでの威勢は何処にいったのかな？",[],"후훗♪
아까의 기세는 어디로 간 걸까?"
ハクさん、 これは……どういう事なんでしょうか？,64,1,normal,98844,98915,"ハクさん、
これは……どういう事なんでしょうか？","ハクさん、
これは……どういう事なんでしょうか？","ハクさん、
これは……どういう事なんでしょうか？",[],"하쿠 씨,
이건…… 대체 무슨 일인 거죠?"
陰気くさい連中やぇ…… もっと明るくやれんのけ？,64,1,normal,100302,100373,"陰気くさい連中やぇ……
もっと明るくやれんのけ？","陰気くさい連中やぇ……
もっと明るくやれんのけ？","陰気くさい連中やぇ……
もっと明るくやれんのけ？",[],"음침한 녀석들이네……
좀 더 밝게 못 하나?"
そういう、何でもかんでも力任せって嫌われるかな！,64,1,normal,105447,105520,そういう、何でもかんでも力任せって嫌われるかな！,そういう、何でもかんでも力任せって嫌われるかな！,そういう、何でもかんでも力任せって嫌われるかな！,[],"뭐든 힘으로 해결하니까, 미움받는 거잖아!"
にゅおおおおお！ マロの全力を喰らうでおじゃる！,64,1,normal,280392,280463,"にゅおおおおお！
マロの全力を喰らうでおじゃる！","にゅおおおおお！
マロの全力を喰らうでおじゃる！","にゅおおおおお！
マロの全力を喰らうでおじゃる！",[],"뉴오오오오!
마로의 전력을 받아라, 이거지!"
明日から本気出す…… ってわけにはいかないか……,64,1,normal,284218,284289,"明日から本気出す……
ってわけにはいかないか……","明日から本気出す……
ってわけにはいかないか……","明日から本気出す……
ってわけにはいかないか……",[],"내일부터 진짜 열심히…
는 통하지 않겠지…"
あーわかったわかった、あんまり堅苦しく考えるな。,64,1,normal,286371,286444,あーわかったわかった、あんまり堅苦しく考えるな。,あーわかったわかった、あんまり堅苦しく考えるな。,あーわかったわかった、あんまり堅苦しく考えるな。,[],"아~ 알았다 알았어, 너무 그렇게 생각 마."
む、今回はオシュトル殿も一緒か。 よろしく頼む。,64,1,normal,297911,297982,"む、今回はオシュトル殿も一緒か。
よろしく頼む。","む、今回はオシュトル殿も一緒か。
よろしく頼む。","む、今回はオシュトル殿も一緒か。
よろしく頼む。",[],"음, 오슈토르 공도 함께인가.
잘 부탁하오."
ハク殿！ マロの呪法を見てくれたでおじゃるか！,63,1,normal,45337,45405,"ハク殿！
マロの呪法を見てくれたでおじゃるか！","ハク殿！
マロの呪法を見てくれたでおじゃるか！","ハク殿！
マロの呪法を見てくれたでおじゃるか！",[],"하쿠님!
마로의 주법, 봐 주셨사옵니까!"
ひぃぃぃ～！！ やっぱり怖いでおじゃるぅぅ！！,63,1,normal,47688,47758,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,[],히이이~!! 역시 무섭사옵니다아아!!
気持ちだけで十分だから、あまり無理はするなよ？,63,1,normal,50988,51058,気持ちだけで十分だから、あまり無理はするなよ？,気持ちだけで十分だから、あまり無理はするなよ？,気持ちだけで十分だから、あまり無理はするなよ？,[],마음만으로도 충분해. 너무 무리하진 마.
モズヌ……！ 観念してお縄につけ！ 降参しろ！,63,1,normal,58991,59059,"モズヌ……！
観念してお縄につけ！　降参しろ！","モズヌ……！
観念してお縄につけ！　降参しろ！","モズヌ……！
観念してお縄につけ！　降参しろ！",[],"모즈누……!
단념하고하고 항복해라!"
えーと…… 本当にこのまま続けていいんですか？,63,1,normal,63175,63243,"えーと……
本当にこのまま続けていいんですか？","えーと……
本当にこのまま続けていいんですか？","えーと……
本当にこのまま続けていいんですか？",[],"저기……

정말 계속해도 되는 건가요?"
にゃぷぅ～～ッ！？ い、痛いにゃもぉぉ～～！！,63,1,normal,65426,65494,"にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！","にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！","にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！",[],"냐푸우~~!?
아, 아프다냐모오오~~!!"
で、デコポンポ様ッ！！ 大丈夫でありますか！？,63,1,normal,65571,65639,"で、デコポンポ様ッ！！
大丈夫でありますか！？","で、デコポンポ様ッ！！
大丈夫でありますか！？","で、デコポンポ様ッ！！
大丈夫でありますか！？",[],"데, 데코폼포님!!
무사하십니까!?"
姉ちゃん、 いいねぇ、そう来なくちゃなぁ……！,63,1,normal,91606,91674,"姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！","姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！","姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！",[],"언니,
좋네, 그렇게 나와야지……!"
（そうか……クオン殿が言ったのはこういう……）,63,1,normal,93035,93105,（そうか……クオン殿が言ったのはこういう……）,（そうか……クオン殿が言ったのはこういう……）,（そうか……クオン殿が言ったのはこういう……）,[],(그런가… 쿠온공의 말은 이런 의미였군…)
屍体に命を狙われるとは…… 誰の差し金なんだ？,63,1,normal,100110,100178,"屍体に命を狙われるとは……
誰の差し金なんだ？","屍体に命を狙われるとは……
誰の差し金なんだ？","屍体に命を狙われるとは……
誰の差し金なんだ？",[],"시체에게 노려지다니……

누구 짓이지?"
そんなことはいいから、 こっちを手伝ってくれ！,63,1,normal,100477,100545,"そんなことはいいから、
こっちを手伝ってくれ！","そんなことはいいから、
こっちを手伝ってくれ！","そんなことはいいから、
こっちを手伝ってくれ！",[],"그딴 건 됐으니까,
이쪽 좀 도와줘!"
まったく…… 影とは別の意味で厄介じゃない……,63,1,normal,101379,101447,"まったく……
影とは別の意味で厄介じゃない……","まったく……
影とは別の意味で厄介じゃない……","まったく……
影とは別の意味で厄介じゃない……",[],"정말…
그림자랑은 다른 의미로 귀찮네…"
コォォォォォォォォォッ……ハアァァァァッッ！！,63,1,normal,111356,111426,コォォォォォォォォォッ……ハアァァァァッッ！！,コォォォォォォォォォッ……ハアァァァァッッ！！,コォォォォォォォォォッ……ハアァァァァッッ！！,[],코오오오오오…… 하아아아앗!!
にょほ…… 少し休ませてほしいでおじゃるよ……,63,1,normal,280235,280303,"にょほ……
少し休ませてほしいでおじゃるよ……","にょほ……
少し休ませてほしいでおじゃるよ……","にょほ……
少し休ませてほしいでおじゃるよ……",[],"냐호……

조금 쉬게 해 주시옵소서……"
もうおしまいけ？ 来ないならこっちから行くぇ！,63,1,normal,280730,280798,"もうおしまいけ？
来ないならこっちから行くぇ！","もうおしまいけ？
来ないならこっちから行くぇ！","もうおしまいけ？
来ないならこっちから行くぇ！",[],"벌써 끝이야?
안 올 거면 이쪽에서 간다!"
キウル、流れを変えられる前に一気に押し込むぞ。,63,1,normal,280929,280999,キウル、流れを変えられる前に一気に押し込むぞ。,キウル、流れを変えられる前に一気に押し込むぞ。,キウル、流れを変えられる前に一気に押し込むぞ。,[],"키우루, 흐름이 바뀌기 전에 밀어붙인다."
こ、コラ！ 戦闘中に、あんまりくっつくな……！,63,1,normal,290019,290087,"こ、コラ！
戦闘中に、あんまりくっつくな……！","こ、コラ！
戦闘中に、あんまりくっつくな……！","こ、コラ！
戦闘中に、あんまりくっつくな……！",[],"야, 야!
전투 중에 너무 붙지 마……!"
あ、兄上！？ いったいどうなさったんですか！？,63,1,normal,301493,301561,"あ、兄上！？
いったいどうなさったんですか！？","あ、兄上！？
いったいどうなさったんですか！？","あ、兄上！？
いったいどうなさったんですか！？",[],"혀, 형님!?
대체 무슨 일이신가요!?"
よぉし！ テメェ等、早いとこ仕上げちまうぜ！,62,1,normal,44767,44832,"よぉし！
テメェ等、早いとこ仕上げちまうぜ！","よぉし！
テメェ等、早いとこ仕上げちまうぜ！","よぉし！
テメェ等、早いとこ仕上げちまうぜ！",[],"좋아!
너희들, 얼른 끝장내 주마!"
なんだ、この鉄扇……？ 妙に使いやすいな……,62,1,normal,45143,45208,"なんだ、この鉄扇……？
妙に使いやすいな……","なんだ、この鉄扇……？
妙に使いやすいな……","なんだ、この鉄扇……？
妙に使いやすいな……",[],"뭐지, 이 철선…?
이상하게 쓰기 편해……"
間近で見ると、コイツとんでもない大きさだぞ！,62,1,normal,46668,46735,間近で見ると、コイツとんでもない大きさだぞ！,間近で見ると、コイツとんでもない大きさだぞ！,間近で見ると、コイツとんでもない大きさだぞ！,[],"가까이서 보니, 크기가 말도 안 되잖아!"
ひっ！？ ハク殿、待ってほしいでおじゃる！！,62,1,normal,47071,47136,"ひっ！？
ハク殿、待ってほしいでおじゃる！！","ひっ！？
ハク殿、待ってほしいでおじゃる！！","ひっ！？
ハク殿、待ってほしいでおじゃる！！",[],"히익!?
하쿠님, 기다려 주시옵소서!!"
どうしてこうなった…… もう……やけくそだ！,62,1,normal,55887,55952,"どうしてこうなった……
もう……やけくそだ！","どうしてこうなった……
もう……やけくそだ！","どうしてこうなった……
もう……やけくそだ！",[],"왜 이렇게 됐지…
젠장… 될 대로 되라!"
うっしッ！ 今のは結構効いたんじゃねぇかぁ？,62,1,normal,68230,68295,"うっしッ！
今のは結構効いたんじゃねぇかぁ？","うっしッ！
今のは結構効いたんじゃねぇかぁ？","うっしッ！
今のは結構効いたんじゃねぇかぁ？",[],"좋아!
방금 건 꽤 먹힌 거 아니냐?"
もう十分だろ…… これ以上の戦いは無意味だ。,62,1,normal,73922,73987,"もう十分だろ……
これ以上の戦いは無意味だ。","もう十分だろ……
これ以上の戦いは無意味だ。","もう十分だろ……
これ以上の戦いは無意味だ。",[],"충분하잖아…
이 이상 싸움은 의미 없어."
なん……だ……？ 何なのだ……これは……！？,62,1,normal,76885,76950,"なん……だ……？
何なのだ……これは……！？","なん……だ……？
何なのだ……これは……！？","なん……だ……？
何なのだ……これは……！？",[],"뭐……지……?
대체 뭔데…… 이게……!?"
こんな、無茶苦茶あるか！ 退け、退けーッ！！,62,1,normal,77523,77588,"こんな、無茶苦茶あるか！
退け、退けーッ！！","こんな、無茶苦茶あるか！
退け、退けーッ！！","こんな、無茶苦茶あるか！
退け、退けーッ！！",[],"이런 말도 안 되는!
비켜, 비켜라!!"
すごいなハク！ 空を飛んだのなんて初めてだ！,62,1,normal,87588,87653,"すごいなハク！
空を飛んだのなんて初めてだ！","すごいなハク！
空を飛んだのなんて初めてだ！","すごいなハク！
空を飛んだのなんて初めてだ！",[],"대단해, 하쿠!
하늘을 난 건 처음이야!"
くくっ、これがお嬢の覚悟って奴ですかい……？,62,1,normal,90963,91030,くくっ、これがお嬢の覚悟って奴ですかい……？,くくっ、これがお嬢の覚悟って奴ですかい……？,くくっ、これがお嬢の覚悟って奴ですかい……？,[],"큭, 이게 아가씨의 각오라는 건가요……?"
さぁ！ 腕に覚えのある方からおいでくだせぇ。,62,1,normal,91769,91834,"さぁ！
腕に覚えのある方からおいでくだせぇ。","さぁ！
腕に覚えのある方からおいでくだせぇ。","さぁ！
腕に覚えのある方からおいでくだせぇ。",[],"자!
실력 있는 분부터 덤벼 주시지요."
安心しろ！ 私が矢をたっぷり打ち込んでやる！,62,1,normal,92622,92687,"安心しろ！
私が矢をたっぷり打ち込んでやる！","安心しろ！
私が矢をたっぷり打ち込んでやる！","安心しろ！
私が矢をたっぷり打ち込んでやる！",[],"걱정 마!
내가 화살을 잔뜩 박아 주마!"
ほぅ…… 小ちゃい嬢ちゃんも中々やりやすね！,62,1,normal,92783,92848,"ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！","ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！","ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！",[],"호오……
작은 아가씨도 제법이구만!"
（祖國の心配では無く、小生の身を案じて……）,62,1,normal,93205,93272,（祖國の心配では無く、小生の身を案じて……）,（祖國の心配では無く、小生の身を案じて……）,（祖國の心配では無く、小生の身を案じて……）,[],"(조국 걱정이 아니라, 소생의 안위를…)"
いいえ、姉上。 この方々は少々違うようです。,62,1,normal,96087,96152,"いいえ、姉上。
この方々は少々違うようです。","いいえ、姉上。
この方々は少々違うようです。","いいえ、姉上。
この方々は少々違うようです。",[],"아니요, 언니.
이분들은 다른 것 같아요."
ルルティエ、ネコネ、 とにかく落ち着け……！,62,1,normal,99536,99601,"ルルティエ、ネコネ、
とにかく落ち着け……！","ルルティエ、ネコネ、
とにかく落ち着け……！","ルルティエ、ネコネ、
とにかく落ち着け……！",[],"루루티에, 네코네,
일단 진정해……!"
姫殿下を…… なんとしてでもお助けするです！,62,1,normal,102764,102829,"姫殿下を……
なんとしてでもお助けするです！","姫殿下を……
なんとしてでもお助けするです！","姫殿下を……
なんとしてでもお助けするです！",[],"공주 전하를……
어떻게든 구하는 거예요!"
ガッハハハハッ！ 小娘の分際で我に挑むかッ！,62,1,normal,104241,104306,"ガッハハハハッ！
小娘の分際で我に挑むかッ！","ガッハハハハッ！
小娘の分際で我に挑むかッ！","ガッハハハハッ！
小娘の分際で我に挑むかッ！",[],"가하하핫!
하찮은 계집이 감히 나에게!!"
わたしの事より、 今は、アンジュさまを……！,62,1,normal,104986,105051,"わたしの事より、
今は、アンジュさまを……！","わたしの事より、
今は、アンジュさまを……！","わたしの事より、
今は、アンジュさまを……！",[],"저 보다는,
지금은, 안주 님을……!"
これ程とは…… 倒すのは骨が折れそうですね。,62,1,normal,109323,109388,"これ程とは……
倒すのは骨が折れそうですね。","これ程とは……
倒すのは骨が折れそうですね。","これ程とは……
倒すのは骨が折れそうですね。",[],"이 정도라니……
잡으려면 꽤 애 먹겠군."
では、勝った方がハクの晩飯を貰うという事で。,62,1,normal,279697,279764,では、勝った方がハクの晩飯を貰うという事で。,では、勝った方がハクの晩飯を貰うという事で。,では、勝った方がハクの晩飯を貰うという事で。,[],"그럼, 승자가 하쿠의 저녁을 받는 거로."
うむ、さすがだなオウギ。 また腕を上げたな！,62,1,normal,281876,281941,"うむ、さすがだなオウギ。
また腕を上げたな！","うむ、さすがだなオウギ。
また腕を上げたな！","うむ、さすがだなオウギ。
また腕を上げたな！",[],"음, 역시 오우기.
또 실력이 늘었구나!"
頼りない男を支えるのが、いい女というものだ。,62,1,normal,285641,285708,頼りない男を支えるのが、いい女というものだ。,頼りない男を支えるのが、いい女というものだ。,頼りない男を支えるのが、いい女というものだ。,[],"부족한 남자를 받쳐 주는, 좋은 여자지."
今こそ鍛えた腕を見せる時だ！ 行くぞオウギ！,62,1,normal,286983,287048,"今こそ鍛えた腕を見せる時だ！
行くぞオウギ！","今こそ鍛えた腕を見せる時だ！
行くぞオウギ！","今こそ鍛えた腕を見せる時だ！
行くぞオウギ！",[],"지금! 훈련의 성과를!
간다, 오우기!"
そう言わずによ！ ほら！ そっちに行ったぜ！,62,1,normal,304016,304081,"そう言わずによ！
ほら！　そっちに行ったぜ！","そう言わずによ！
ほら！　そっちに行ったぜ！","そう言わずによ！
ほら！　そっちに行ったぜ！",[],"그러지 말라고!
봐! 저쪽으로 갔잖아!"
クククッ…… さぁ！ 貴様の力、見せてみろ！,62,1,normal,307389,307454,"クククッ……
さぁ！　貴様の力、見せてみろ！","クククッ……
さぁ！　貴様の力、見せてみろ！","クククッ……
さぁ！　貴様の力、見せてみろ！",[],"크크크……
자! 네 힘, 보여 봐라!"
クククッ…… 面白い……もっと楽しませろ！！,62,1,normal,307869,307934,"クククッ……
面白い……もっと楽しませろ！！","クククッ……
面白い……もっと楽しませろ！！","クククッ……
面白い……もっと楽しませろ！！",[],"크크……
재밌군…… 더 즐겁게 해 봐라!"
ルルティエ！ 危なくなったら下がってくれ！,61,1,normal,52499,52561,"ルルティエ！
危なくなったら下がってくれ！","ルルティエ！
危なくなったら下がってくれ！","ルルティエ！
危なくなったら下がってくれ！",[],"루루티에!
위험해지면 뒤로 물러나!"
モズヌ！ よくも私の名を騙ってくれたな！？,61,1,normal,61702,61766,モズヌ！　よくも私の名を騙ってくれたな！？,モズヌ！　よくも私の名を騙ってくれたな！？,モズヌ！　よくも私の名を騙ってくれたな！？,[],모즈누! 감히 내 이름을 사칭하다니!?
おみゃあら！ さっさとその像を返すにゃも！,61,1,normal,63626,63690,おみゃあら！　さっさとその像を返すにゃも！,おみゃあら！　さっさとその像を返すにゃも！,おみゃあら！　さっさとその像を返すにゃも！,[],너희들! 그 조각상을 돌려주는거다냐모!
絶対に怪しいにゃも！ 目が泳いでるにゃも！,61,1,normal,63918,63980,"絶対に怪しいにゃも！
目が泳いでるにゃも！","絶対に怪しいにゃも！
目が泳いでるにゃも！","絶対に怪しいにゃも！
目が泳いでるにゃも！",[],"수상하다냐모!
눈이 흔들리고 있다냐모!"
おにーさんも、なかなかやぇ！ うひひひひ♪,61,1,normal,74914,74976,"おにーさんも、なかなかやぇ！
うひひひひ♪","おにーさんも、なかなかやぇ！
うひひひひ♪","おにーさんも、なかなかやぇ！
うひひひひ♪",[],"오빠도 제법이네!
히히히히♪"
みんな！ なるべく殺さずに無力化してくれ！,61,1,normal,86025,86087,"みんな！
なるべく殺さずに無力化してくれ！","みんな！
なるべく殺さずに無力化してくれ！","みんな！
なるべく殺さずに無力化してくれ！",[],"다들!
죽이지 말고 무력화해 줘!"
ハハ、お嬢…… 遊びでやってるんですかい？,61,1,normal,90585,90647,"ハハ、お嬢……
遊びでやってるんですかい？","ハハ、お嬢……
遊びでやってるんですかい？","ハハ、お嬢……
遊びでやってるんですかい？",[],"하하, 아가씨……
장난하는 겁니까?"
おかしい…… コイツらがこんな戦い方を……,61,1,normal,96977,97039,"おかしい……
コイツらがこんな戦い方を……","おかしい……
コイツらがこんな戦い方を……","おかしい……
コイツらがこんな戦い方を……",[],"이상하군……
저놈들이 이런 방식을……"
か弱いかどうか、 今から見せてあげるかな！,61,1,normal,105873,105935,"か弱いかどうか、
今から見せてあげるかな！","か弱いかどうか、
今から見せてあげるかな！","か弱いかどうか、
今から見せてあげるかな！",[],"내가 약한지 아닌지,
보여 줄게!"
莫迦ナ……！ アレヲ喰ラッテ動ケルダト！？,61,1,normal,111065,111127,"莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？","莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？","莫迦ナ……！
アレヲ喰ラッテ動ケルダト！？",[],"이럴수가……!
저걸 맞고도 움직인다고!?"
（早く一人前になって、ネコネさんと……！）,61,1,normal,287798,287862,（早く一人前になって、ネコネさんと……！）,（早く一人前になって、ネコネさんと……！）,（早く一人前になって、ネコネさんと……！）,[],"(빨리 어엿해져서, 네코네 씨와……!)"
その気持ちだけでも、ありがたく頂戴しよう。,61,1,normal,303533,303597,その気持ちだけでも、ありがたく頂戴しよう。,その気持ちだけでも、ありがたく頂戴しよう。,その気持ちだけでも、ありがたく頂戴しよう。,[],"그 마음만으로도, 고맙게 받도록 하지."
おうよ！ 兄妹の力、見せつけてやろうぜ！！,61,1,normal,305667,305729,"おうよ！
兄妹の力、見せつけてやろうぜ！！","おうよ！
兄妹の力、見せつけてやろうぜ！！","おうよ！
兄妹の力、見せつけてやろうぜ！！",[],"좋지!
형제의 힘, 제대로 보여 주자!!"
ヒィーー く、来るなァァァァァァァァァァ,60,1,normal,44290,44351,ヒィーー　く、来るなァァァァァァァァァァ,ヒィーー　く、来るなァァァァァァァァァァ,ヒィーー　く、来るなァァァァァァァァァァ,[],"히이이ー! 오, 오지 마아아아아아!!"
急げ！！ あんなのに捕まったら最後だ！！,60,1,normal,46939,46998,"急げ！！
あんなのに捕まったら最後だ！！","急げ！！
あんなのに捕まったら最後だ！！","急げ！！
あんなのに捕まったら最後だ！！",[],"서둘러!!
잡히면 끝이야!!"
来たぞ！！ このまま全力で逃げ切るぞ！！,60,1,normal,48681,48740,"来たぞ！！
このまま全力で逃げ切るぞ！！","来たぞ！！
このまま全力で逃げ切るぞ！！","来たぞ！！
このまま全力で逃げ切るぞ！！",[],"온다!!
전력으로 도망쳐 버티자!!"
これがホントの「バカヂカラ」ってやつか。,60,1,normal,55068,55129,これがホントの「バカヂカラ」ってやつか。,これがホントの「バカヂカラ」ってやつか。,これがホントの「バカヂカラ」ってやつか。,[],이게 진짜 '바보 힘'이라는 건가.
いい女は戦もひと味違うものだ。 いくぞ！,60,1,normal,56865,56924,"いい女は戦もひと味違うものだ。
いくぞ！","いい女は戦もひと味違うものだ。
いくぞ！","いい女は戦もひと味違うものだ。
いくぞ！",[],"좋은 여자의 싸움은 다르지.
간다!"
兄さまに迷惑をかけるのは許さないのです！,60,1,normal,57311,57372,兄さまに迷惑をかけるのは許さないのです！,兄さまに迷惑をかけるのは許さないのです！,兄さまに迷惑をかけるのは許さないのです！,[],오라버니께 민폐는 용납 못 한다예요!
ノスリ旅団を名乗った罪、償ってもらうぞ！,60,1,normal,61969,62030,ノスリ旅団を名乗った罪、償ってもらうぞ！,ノスリ旅団を名乗った罪、償ってもらうぞ！,ノスリ旅団を名乗った罪、償ってもらうぞ！,[],"노스리 여단의 사칭, 대가를 치러라!"
しかしあの顔……どこかで見たような……？,60,1,normal,66137,66198,しかしあの顔……どこかで見たような……？,しかしあの顔……どこかで見たような……？,しかしあの顔……どこかで見たような……？,[],근데… 어디서 본 것 같은데……?
気持ちは嬉しいが、あまり無理はするなよ？,60,1,normal,70530,70591,気持ちは嬉しいが、あまり無理はするなよ？,気持ちは嬉しいが、あまり無理はするなよ？,気持ちは嬉しいが、あまり無理はするなよ？,[],"마음은 고맙지만, 너무 무리하진 마."
その刀、納めてはもらうことはできないか？,60,1,normal,73630,73691,その刀、納めてはもらうことはできないか？,その刀、納めてはもらうことはできないか？,その刀、納めてはもらうことはできないか？,[],"그 칼, 거둬 줄 수는 없겠나?"
姉さま！ あまり先に行くと危ないのです！,60,1,normal,87270,87329,"姉さま！
あまり先に行くと危ないのです！","姉さま！
あまり先に行くと危ないのです！","姉さま！
あまり先に行くと危ないのです！",[],"언니!
너무 앞서가면 위험한 거예요!"
このヒトは、まったく変わらないのです……,60,1,normal,90446,90507,このヒトは、まったく変わらないのです……,このヒトは、まったく変わらないのです……,このヒトは、まったく変わらないのです……,[],"이 사람, 조금도 변하지 않았네요……"
アハハ♪ おにーさん、ウチと一緒に踊ろ？,60,1,normal,91462,91521,"アハハ♪
おにーさん、ウチと一緒に踊ろ？","アハハ♪
おにーさん、ウチと一緒に踊ろ？","アハハ♪
おにーさん、ウチと一緒に踊ろ？",[],"아하하♪
오빠, 나랑 같이 춤출래?"
オウギよ、こいつ等と我々は同業種なのか？,60,1,normal,95937,95998,オウギよ、こいつ等と我々は同業種なのか？,オウギよ、こいつ等と我々は同業種なのか？,オウギよ、こいつ等と我々は同業種なのか？,[],"오우기, 저들과 우리는 동류인가?"
倒せなけりゃ、俺たち全員ここで終わりだ！,60,1,normal,107320,107381,倒せなけりゃ、俺たち全員ここで終わりだ！,倒せなけりゃ、俺たち全員ここで終わりだ！,倒せなけりゃ、俺たち全員ここで終わりだ！,[],"잡지 못하면, 우린 여기서 끝이야!"
ネコネさん、 危険ですから、私の後ろに！,60,1,normal,279915,279974,"ネコネさん、
危険ですから、私の後ろに！","ネコネさん、
危険ですから、私の後ろに！","ネコネさん、
危険ですから、私の後ろに！",[],"네코네 씨,
위험하니 제 뒤로 오세요!"
なんで自分がこんな事しなきゃならんのだ？,60,1,normal,282633,282694,なんで自分がこんな事しなきゃならんのだ？,なんで自分がこんな事しなきゃならんのだ？,なんで自分がこんな事しなきゃならんのだ？,[],내가 왜 이런 짓을 해야 하는 거지?
………… ハク、あとでちょっといいかな？,60,1,normal,290189,290248,"…………
ハク、あとでちょっといいかな？","…………
ハク、あとでちょっといいかな？","…………
ハク、あとでちょっといいかな？",[],"…………
하쿠, 나중에 잠깐 괜찮아?"
お、この三人が任務で集まるのも珍しいな。,60,1,normal,296758,296819,お、この三人が任務で集まるのも珍しいな。,お、この三人が任務で集まるのも珍しいな。,お、この三人が任務で集まるのも珍しいな。,[],"오, 이 셋이 임무로 모이다니."
あ、兄様！ どうしてここにいるですか！？,60,1,normal,300431,300490,"あ、兄様！
どうしてここにいるですか！？","あ、兄様！
どうしてここにいるですか！？","あ、兄様！
どうしてここにいるですか！？",[],"오, 오라버니!
어째서 여기에!?"
ハハハッ 承知した。 それでは、参るぞ！,60,1,normal,301255,301314,"ハハハッ　承知した。
それでは、参るぞ！","ハハハッ　承知した。
それでは、参るぞ！","ハハハッ　承知した。
それでは、参るぞ！",[],"하하하, 알겠다.
그럼 간다!"
おう！ ネコネ！ 今日はよろしく頼むぜ！,60,1,normal,304645,304704,"おう！　ネコネ！
今日はよろしく頼むぜ！","おう！　ネコネ！
今日はよろしく頼むぜ！","おう！　ネコネ！
今日はよろしく頼むぜ！",[],"오! 네코네!
오늘 잘 부탁한다!"
結局、俺らで捕まえることになるのか……,59,1,normal,54368,54426,結局、俺らで捕まえることになるのか……,結局、俺らで捕まえることになるのか……,結局、俺らで捕まえることになるのか……,[],결국 우리가 붙잡게 되는 건가……
バカだけど力だけはあるから、注意して！,59,1,normal,54902,54960,バカだけど力だけはあるから、注意して！,バカだけど力だけはあるから、注意して！,バカだけど力だけはあるから、注意して！,[],"바보긴 해도 힘은 세니까, 조심해!"
キウル様…… 具合が悪そうですが……？,59,1,normal,56404,56460,"キウル様……
具合が悪そうですが……？","キウル様……
具合が悪そうですが……？","キウル様……
具合が悪そうですが……？",[],"키우루님……
어디 편찮으신가요……?"
何を言っているんだ…… この姉弟は……,59,1,normal,60706,60762,"何を言っているんだ……
この姉弟は……","何を言っているんだ……
この姉弟は……","何を言っているんだ……
この姉弟は……",[],"무슨 소리야……
이 남매는……"
あぁ。 今日こそ引導を渡してやる……！,59,1,normal,61553,61611,あぁ。　今日こそ引導を渡してやる……！,あぁ。　今日こそ引導を渡してやる……！,あぁ。　今日こそ引導を渡してやる……！,[],그래. 결단코 끝장을 내 주마……!
だから知らねえって言ってんだろうが！！,59,1,normal,62137,62195,だから知らねえって言ってんだろうが！！,だから知らねえって言ってんだろうが！！,だから知らねえって言ってんだろうが！！,[],그래서 모른다고 했잖아!!
（……コイツはどこまで知ってるんだ？）,59,1,normal,62717,62775,（……コイツはどこまで知ってるんだ？）,（……コイツはどこまで知ってるんだ？）,（……コイツはどこまで知ってるんだ？）,[],"(…이 놈, 어디까지 알고 있지?)"
やるじゃねぇか！ 次は、俺の番だなぁ！,59,1,normal,69533,69589,"やるじゃねぇか！
次は、俺の番だなぁ！","やるじゃねぇか！
次は、俺の番だなぁ！","やるじゃねぇか！
次は、俺の番だなぁ！",[],"제법이잖아!
다음은 내 차례다!"
うひひ♪ アハハハ♪ 楽しすぎるぇ～！,59,1,normal,70827,70881,"うひひ♪
アハハハ♪
楽しすぎるぇ～！","うひひ♪
アハハハ♪
楽しすぎるぇ～！","うひひ♪
アハハハ♪
楽しすぎるぇ～！",[],"히히♪
아하하하♪
너무 재밌다~!"
