start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr
0x25199,151961,156,2,"まぁな。
最初は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。",[],
0x254C5,152773,122,1,"この先、いかなる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[],
0x255F1,153073,25,2,がはははははは！,[],
0x25BE8,154600,119,2,"かねてより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。",[],
0x25DEB,155115,91,2,ハクたちは、戦慄しつつも敵の奇襲を阻止すべく作戦を立てる……,[],
0x25FF3,155635,62,2,"だからまだだ。
ノスリ、キウル、いけるな？",[],
0x260D9,155865,46,1,あはははは、待ちくたびれたぇ！,[],
0x263CA,156618,70,1,ウルゥル、サラァナ、下がっていてもいいんだぞ。,[],
0x269D2,158162,77,1,"どうした！？
自分の立場を忘れたわけではあるまいな？",[],
0x26ADB,158427,46,1,どうやら、ワケありみたいだな。,[],
0x26DDB,159195,134,1,"三年ほど前の御前試合にふらりと現れて、
警備の兵を蹴散らして飛び入り参加した無名の剣豪……",[],
0x26FBD,159677,171,3,"わたしも兄さまから聞いたことがあるです。
帝はその言葉を聞き、心意気や良し、
天晴れと賞賛したそうなのです。",[],
0x271F0,160240,19,1,ッ{{LOCK_AT_DASH}}！？,"[""{{LOCK_AT_DASH}}""]",
0x272FF,160511,19,1,ほう、疾い。,[],
0x2737E,160638,148,1,……その凄まじい太刀捌き故に、振り下ろした刀が陽炎の如く揺らいだようにしか見えないという,[],
0x274CD,160973,86,1,"な……正気か！？
今まで敵だった連中を信用しろってのか！？",[],
0x275F3,161267,16,3,それは……,[],
0x276E3,161507,67,2,とにかく、事情を詳しく説明して欲しいのです。,[],
0x28294,164500,127,1,しかし丘陵地の上をとられるとはな、小癪な真似を。そのしぶとさだけは褒めてやってもいい,[],
0x28492,165010,148,1,確かに、帝都から近く、後詰の兵の規模が分からぬ今、無理に攻めても下手をすれば逆襲される恐れがあるか,[],
0x287B9,165817,82,1,応とも、この勢いで帝都まで全てを踏みつぶしてくれるわ！,[],
0x289F8,166392,55,1,ならばそのまま潰れてしまえ{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]",
0x28BCF,166863,101,1,"な、なんのまやかしか？
呪法か？　くっ、止まれ一旦攻撃を中止せよっ！",[],
0x28CEC,167148,56,2,"なん……だ……
何なのだ……これは……",[],
0x28EEF,167663,113,1,"見誤ったのだ汝等は。
そして、触れてはいけないものに触れてしまった。",[],
0x2969F,169631,137,2,"そこに立ちはだかるは、激憤する主君を諫め、
自ら殿を買って出た千人長ゼグニだった。",[],
0x298D8,170200,140,2,"はっ、ひとまず西へ……
この広いウズールッシャ、ヤマトといえど容易に追っては来られぬでしょう。",[],
0x29964,170340,173,1,"お命さえあれば再起は出来まする。
今は連絡がつかず各地に取り残された者達もいずれ皇の元へ再集結しましょう。",[],
0x29AE2,170722,58,1,皇は血に濡れた剣をかざした。,[],
0x29FEB,172011,22,1,あ、あれは……,[],
0x2A1DE,172510,73,1,某は帝の命により『蹂躙』せん。,[],
0x2A3FD,173053,46,1,この場はどうか、我にお任せを。,[],
0x2A4F6,173302,46,2,馬鹿めが……勝手にするが良い。,[],
0x2A8E9,174313,49,1,勇者たらん者を知らぬは戦士の恥。,[],
0x2ABF3,175091,82,2,通さぬ……我が身が滅ぼうとも……ここは絶対に通さぬ！！,[],
0x2AC9E,175262,103,1,だが、某もヤマトに仕え、帝に侍う者！,[],
0x2B0D0,176336,49,2,ふっ……一太刀は……浴びせたか。,[],
0x2B1BB,176571,70,1,ゼグニは満足げに微笑み、ゆっくりと崩れ落ちた。,[],
0x2B2AF,176815,131,1,"ゼグニ殿……某も、力尽きるときは貴殿のようにありたいと……
せつに願っている。",[],
0x2B582,177538,177,2,"しかし、グンドゥルアを逃がすため、
自ら捨て石となったウズールッシャ残党軍は地の利を駆使した
捨て身の攻撃で激しく抵抗。",[],
0x2B772,178034,165,2,"長を失った國にはすでに抵抗する意志もなく、
各地にヤマトの御旗が翻り、
事実上、ヤマトの直轄領として併合された。",[],
0x2BDF5,179701,200,1,"帰国後、老人ミトの願いにより遺跡調査を行うことになったハクたち。
示された場所は、今まで未調査だったウズールッシャのとある地域だった。",[],
0x2C2ED,180973,34,1,これは……お墓なのです,[],
0x2C3EE,181230,46,1,そうだ……気のせいじゃない……,[],
0x2C7FC,182268,16,1,……ハク？,[],
0x2C8F3,182515,19,1,あ……ぁ……,[],
0x2CBEB,183275,34,1,うひ、うひひひひ……♪,[],
0x2CCEE,183534,55,1,クオン、支援を！　一気に突き抜ける！,[],
0x2CDEE,183790,43,1,クッ{{LOCK_AT_DASH}}、塞がれた。,"[""{{LOCK_AT_DASH}}""]",
0x2CFC8,184264,61,2,突破口を見つけ出し、とっととズラかるぞ！,[],
0x2D4A2,185506,113,2,"あいつを倒せるかどうか判らん。
だが、動きを封じることが出来るかもしれない。",[],
0x2D5AF,185775,98,1,"あの金属の管に冷気が通ってる。
恐らくアレが棺を冷やしていたんだ。",[],
0x2D7F2,186354,74,1,"その必要は無い。
ただ、逃げる時間さえ稼げればな。",[],
0x2D8A2,186530,126,1,"で、でも、上手くいくですか？
管の側にはタタリがいるですし、
とても危険な事なのです。",[],
0x2D9F8,186872,22,1,クオンさま……,[],
0x2DBE1,187361,65,1,"カチンコチンだな。
ちょっと触ってもいいか？",[],
0x2DCDE,187614,91,1,わ、笑い事じゃないですよ、こんなのどうしたらいいんですか！？,[],
0x2DEC5,188101,98,1,"無いはずの記憶が刺激されるハクを、
クオンがつぶやいた一言が貫く。",[],
0x2EBB7,191415,92,1,"了解した。
なに、我等の手に掛かれば、容易いことだな。",[],
0x2EECC,192204,58,1,不味い、応援を呼ばれる前に片付けるぞ。,[],
0x2F0E8,192744,98,1,"おうさ。
期待されたからには、それに応えるのが男ってモンじゃない。",[],
0x2F3F3,193523,28,1,姉さま……？,[],
0x2F7DC,194524,98,1,"それを相手に気取らせず、
真綿で首を絞めるよう徐々に力を奪い{{LOCK_AT_DASH}}","[""{{LOCK_AT_DASH}}""]",
0x2F9DC,195036,37,1,一旦、射程外まで下がる。,[],
0x2FDBE,196030,83,1,"そしてあの漢。
ベナウィの右腕である戦狂い{{LOCK_AT_DASH}}","[""{{LOCK_AT_DASH}}""]",
0x2FFDD,196573,40,2235,ありゃま、誰かと思えば……,[],
0x302E0,197344,85,1,若い頃には、そういったことの一つや二つ、あるもんですぜ。,[],
0x303AB,197547,52,1,やれやれだ、ンなわけないでしょう。,[],
0x3047D,197757,140,1,"何も考えずに遊ぶのが子供の特権ってヤツなんだ。
ンなコト気にせず、思う存分に暴れたらどうです。",[],
0x305F6,198134,22,1,クオンさま……,[],
0x30DC0,200128,137,1,"しかも、クオンが落ち着かない様子だった……
まるで、この男との遭遇を警戒していたかの様に……",[],
0x30FF1,200689,28,3,ムッ、ならば{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x316E8,202472,82,2,なんて奴、トゥスクルにはこんな漢がいるのか……,[],
0x317D6,202710,101,1,"この漢が……
クロウがこうも呆気なく倒されるはずがないかな。",[],
0x31AFC,203516,16,1,え……！？,[],
0x321E8,205288,28,1,あれはおそらく精鋭,[],
0x323A2,205730,161,1,我は護神也 。仮面よ、根源の扉を開き、我に星盾を具わせたまえ,[],
0x32596,206230,152,1,"次々と繰り出される斬撃をかろうじて受け流すものの、
一方的に攻め立てられ、距離を空けることが出来ない。",[],
0x326BA,206522,122,1,"圧倒的な闘気をまとった槍撃を、
歯を食いしばって堪え、鍔迫り合いを続ける。",[],
0x329E5,207333,77,1,"お退きなさい。
貴女方の目論見は失敗に終わりました。",[],
0x32FD0,208848,118,2,いえ、問題ありません。言っていたとおり、結果がどうあれ彼等は退かざるを得ません,[],
0x330A1,209057,106,1,こんな馬鹿げている程に大胆な……大将、まるであの御方を思い出しやせんか,[],
0x338A7,211111,107,1,"焚き火を囲み、保存食として持ってきていた
燻製肉をもそもそと囓る。",[],
0x339EE,211438,104,2,"食事の後は普段のように、
見張りの分担を決め、各々の天幕へと潜り込む。",[],
0x33BE1,211937,64,2,こんな呆気なく死んでいいはずがないだろ……,[],
0x341FF,213503,92,1,"アンジュのことなら大丈夫かな。
オシュトルが側にいるんだから。",[],
0x34600,214528,65,2,"いや、違う。
物取りや追いはぎの類じゃない。",[],
0x346DE,214750,37,1,ウズールッシャの刺客……,[],
0x34AD9,215769,49,1,………おいおい、何か妙じゃない。,[],
0x34FF9,217081,25,2,どうした、ネコネ,[],
0x3508C,217228,28,1,もしかして……塩？,[],
0x351E7,217575,37,1,お前達は何か知らないか？,[],
0x35396,218006,109,1,仕方がない。みんな、疲れてるかもしれないが、荷物を纏めてすぐに出立しよう,[],
0x365F1,222705,95,2,"暗い牢獄では、満身創痍のオシュトルに、
苛烈な尋問が続いていた。",[],
0x367F7,223223,16,1,ヴライ……,[],
0x369D6,223702,130,1,まさか汝は……汝如きが、我等八柱の上に立てると思っているのではあるまいな？,[],
0x37199,225689,125,1,"そして手に鋭く光る短剣を握りしめ、
自らの喉に突き立てようとしていた。",[],
0x372EE,226030,49,1,ヴライ様！　今の物音は……うっ！,[],
0x377AB,227243,104,3,"それは否定せぬ。
だが、聖上は他を侮ったりなどしなかったがな。",[],
0x37B8C,228236,122,2,"おい……本気を出させる為の挑発なんだろうが、
こいつはちょいと効き過ぎじゃないか？",[],
0x37DFD,228861,34,1,おしゅを、まもるのか？,[],
0x387CF,231375,79,1,おぉぉぉぉぉぉォォォォォォォォォォォォォォォォッ！！,[],
0x388F0,231664,118,1,頭を垂れて吾等の血潮の礎となりし幾多の英霊に恐み恐み申す,[],
0x389A9,231849,100,1,真なる力で邪なるを退け、些かも欠く事なき真なる平和と調和を授け給え,[],
0x38DF0,232944,55,1,応さ！！　キウル、気合いを入れろ！！,[],
0x39200,233984,40,1,こっちもピンピンしてるぞ！,[],
0x393FA,234490,46,1,効いて……ない、だと……ッ！？,[],
0x39BC7,236487,62,1,"この我が……
地に膝をつくだと……？",[],
0x39DF0,237040,43,1,あぁ…本当に、ヤバかった……,[],
0x39EE8,237288,76,1,だい……じょうぶ、ちょっと立ちくらみがしただけかな,[],
0x39FE2,237538,55,1,当たり前だ。心配するに決まってるだろ,[],
0x3A7E2,239586,118,1,特にオシュトルを目の上の瘤にしている連中は、好機とばかりに罪を被せてくるはずだ,[],
0x3ADE2,241122,31,1,オウギ、手伝ってくれ,[],
0x3B1F5,242165,97,1,この紋章は帝の……まさかそのような物まで賜っていたとはな,[],
0x3B378,242552,154,3,だが、何も知らぬ衛士ならば、事態を未だ把握し切れていないはずだ。強引に押し切る事も可能かもしれぬ,[],
0x3B4D7,242903,67,1,しかし……そんなに上手くいくものでしょうか？,[],
0x3BDAD,245165,145,1,他の者では彼らの信頼を得られまい。これは某の弟分である其方にしかできないことだ,[],
0x3BFD1,245713,139,2,そんな状態でまともに動けるわけないだろ。いいから入っておけ。何よりお前は顔が知られすぎている,[],
0x3C3EA,246762,64,1,そうなのです。貴女一人でここに残ったら……,[],
0x3D1E3,250339,119,1,"ハクたちを無事に逃がすため、
オシュトルは単身ヴライを迎え撃つことを決心した……",[],
0x3D3EC,250860,25,1,ヴライ{{LOCK_AT_DASH}}奴だ,"[""{{LOCK_AT_DASH}}""]",
0x3DFBC,253884,76,1,すまぬな、この埋め合わせは何れさせてもらうよ,[],
0x3E3FB,254971,106,1,こんな時、男を信じて送り出してやるのが、いい女というものだ。判ってやれ,[],
0x3E7E4,255972,85,1,クオンがいなくなったら、誰が皇女さんを看る。クオンは残れ,[],
0x3E9F0,256496,55,1,皆連れて戻るから、安心しろ！,[],
0x3F5FD,259581,31,2,命より名を惜しむか。,[],
0x3FFE8,262120,25,996,ガッ{{LOCK_AT_DASH}}グ……,"[""{{LOCK_AT_DASH}}""]",
0x407F4,264180,34,1,我ガ負ケル……？,[],
0x40BEE,265198,28,1,オ、オシュトル……,[],
0x410E8,266472,70,1,其方と供にあった刻は、楽しかったぞ……,[],
0x414CA,267466,86,2,"未来をハクに託し、
オシュトルは塩の塊となり、崩れ去った。",[],
0x4159D,267677,182,1,"ネコネを伴いエンナカムイにたどり着いたハク扮するオシュトルは、
無事を願うクオンたちに自らの……すなわちハクの死を伝えた。",[],
0x41997,268695,137,1,"コマンドで口パクなしにもできます
・・・・　みたいなものとか心の声みたいなものに使用する予定",[],
0x437DE,276446,55,1,汝はあまりに小さく、そして脆弱,[],
0x43DF0,278000,58,1,ほぅ、皇女としての自尊がそれを許さぬか,[],
0x44BBE,281534,85,2,よかろう。ならばその資格があるか{{LOCK_AT_DASH}}、証明してみよ！！,"[""{{LOCK_AT_DASH}}""]",
0x44DDE,282078,52,1,よぅし、いい子だ。姐御、申し訳ない,[],
0x44FDF,282591,43,1,まったくもって、最高じゃない,[],
0x461EB,287211,22,1,今のは一体……,[],
0x463FE,287742,22,1,ううぅ…………,[],
0x473D9,291801,49,1,ふぅ、まったく……焦らせてくれる,[],
0x479A6,293286,94,1,ホノカさんが身を隠したのも首謀者に罪を擦り付けられたからだしな,[],
0x47A04,293380,106,1,さて問題は何処へ逃げるかだが……オシュトル、どこか当てはないか？,[],
0x485E9,296425,46,1,オウギ、一つ頼まれてくれるか？,[],
0x48FCC,298956,55,1,ウルゥル、サラァナは、こっちの方にな,[],
0x497D0,301008,61,1,何も見当たらないぞ。気のせいではないか？,[],
0x49FD8,303064,142,1,正直、蹂躙される場面しか思い浮かばん。オシュトルには悪いが、ここはこうするべきなのは間違いない,[],
0x4A5DB,304603,103,1,ふご！？　こ、だから暴れるな{{LOCK_AT_DASH}}、ノスリ、ネコネの足を持ってくれ！,"[""{{LOCK_AT_DASH}}""]",
0x4A9F2,305650,31,1,今のうちに行ってくれ,[],
0x4ACC8,306376,85,1,クオンがいなくなったら、誰が皇女さんを看る。クオンは残れ,[],
0x4BBA6,310182,91,2,我ガ伏ス時、其レ我ガ四肢ガモゲ魂魄砕ケ散ル時ッ！！,[],
0x4CDEC,314860,28,1,ネコネ……ハク……,[],
0x4CEFB,315131,13,2,あぅ……,[],
0x4D193,315795,103,1,確か其方と初めて肩を並べて戦ったのも、こんな場所だったな……,[],
0x4D1FA,315898,88,1,こうして目を閉じれば、まるで昨日のことのように思い浮かぶ。,[],
