start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr
0x4DBEC,318444,94,0,炎に焼かれ、ボロギギリは全身を激しくくねらせ、のたうちまわる。,[],
0x4DCDE,318686,31,0,ぃようし、やったぜ！,[],
0x4DD26,318758,13,0,……は？,[],
0x4DD48,318792,140,0,"火達磨になって暴れまわるボロギギリのせいで炎が燃え広がり、
辺りはあっという間に炎に包まれた。",[],
0x4DE96,319126,22,0,…………おい。,[],
0x4DEC8,319176,101,0,"甲板の上は燃えやすいものばっかだからなぁ。
この舟は、もうダメだな。",[],
0x4E0AF,319663,43,0,アンちゃん、泳ぎは達者かい？,[],
0x4E114,319764,22,0,まさかお前……,[],
0x4E161,319841,119,0,"なぁに、舟が無きゃ泳いできゃいいじゃねえか。
岸までそんな遠くはないんだからよ。",[],
0x4E268,320104,116,0,"この寒空で気楽に言うな！
くそぅ、ここにいて焼け死ぬよりかマシなのが腹立つ……",[],
0x4E3BD,320445,25,0,ガハハハハハハ！,[],
0x4E3FC,320508,31,0,コンチクショウめ！！,[],
0x4E4E8,320744,91,0,そして船縁まで全力で走り抜け、そのまま川面へと身を躍らせた。,[],
0x4E5C1,320961,85,0,そして水面に浮かぶことなく、何処までも沈んでゆく。,[],
0x4E68B,321163,52,0,ゴボ！？　ゴボボボボボボ{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]",
0x4E70C,321292,95,0,"意識が遠くなりそうな中、
帯に挟んだ黄金像がニッコリと微笑んだ。",[],
0x4E82B,321579,28,0,そんな気がした……,[],
0x4E876,321654,85,0,ゼィ、ゼィ、ゼィ{{LOCK_AT_DASH}}、ゴホッ……ゲホッ……ゴフェ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x4E926,321830,107,0,"お、アンちゃん、遅かったな。
中々浮いてこなかったから心配しちまったぜ。",[],
0x4EA36,322102,34,0,ゼィ、ゼィ、ゼィ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x4EA83,322179,46,0,んお？　あの女神像はどうした？,[],
0x4EB06,322310,104,0,"何が女神さんだ、もう少し捨てるのが遅かったら、
溺れ死ぬとこだったわ！",[],
0x4EC15,322581,70,0,何か、闇の中で手招きしていた幻覚みたっての！！,[],
0x4ECD3,322771,85,0,あ～……まさかとは思うが、噂は本当だったのかね。,[],
0x4EDB1,322993,25,0,……噂？,[],
0x4EDE5,323045,161,0,"いや何て言うかな、持ち主が不幸な目に合うって曰く付きの
女神像を、デコポンポが手に入れたって噂がな？",[],
0x4EF5D,323421,73,0,もしかしてアレは、その女神像だったのかなってな。,[],
0x4EFF9,323577,46,0,現に、船もああなっちまったし。,[],
0x4F07A,323706,61,0,ウコンが顎をしゃくるので振り返ってみる。,[],
0x4F13D,323901,31,0,派手に燃えてやがる。,[],
0x4F2D3,324307,137,0,"魅入られなくて良かったなぁ。　いや、アンちゃんのことだ。
もしかしたら……気に入られたのか？",[],
0x4F42D,324653,52,0,ウコンの言葉は意味ありげに笑った。,[],
0x4F4A2,324770,34,0,じゃあ、あの幻覚は……,[],
0x4F504,324868,34,0,いや……まさか……ね。,[],
0x4F55B,324955,125,0,"やっとこさ岸まで辿り着く。
盛大に船が炎上したことで、辺りは結構な騒ぎになっていた。",[],
0x4F699,325273,31,0,うぅぅ、生き返る……,[],
0x4F6B8,325304,28,0,嗚，我活下來了……,[],
0x4F6FE,325374,143,0,"待機していたウコンの配下に着替えを手配してもらったが、
冷えた躰に帝都の夜風はきついものがある。",[],
0x4F864,325732,79,0,少し離れた川沿いの土手で火を焚き、冷えた躰を温める。,[],
0x4F929,325929,137,0,"ウコンの方は、検非違使の到着を見届けてから、
少し遅れて合流することになっている。",[],
0x4FA69,326249,70,0,夜景に燃えている船は、遠くからでもよく目立つ。,[],
0x4FB2E,326446,125,0,"することもなく眺めていると、
やがて船はボロボロと崩れていき川の中へと沈んでいった。",[],
0x4FC73,326771,161,0,"見るべきものが無くなると野次馬達はゾロゾロと帰りだし、
さっきの騒ぎが嘘のように辺りはしんと静まりかえった。",[],
0x4FE11,327185,67,0,しばらくすると、かすかな足音が聞こえてきた。,[],
0x4FEBB,327355,86,0,"やれやれ、さすがに今日は疲れた。
助かったぜ、アンちゃん。",[],
0x4FF8C,327564,22,0,もういいのか？,[],
0x500E4,327908,128,0,"あとは、検非違使達の役目だ。
連中に事情を説明して、後のことは任せてきたさ。",[],
0x50235,328245,52,0,俺は、俺のすべきことをするまでだ。,[],
0x502B8,328376,101,0,"そう言ってウコンは、
例の証拠を忍ばせてある懐の辺りをポンと叩いた。",[],
0x503AA,328618,64,0,ンなことよりアンちゃん、これは何だと思う？,[],
0x50453,328787,55,0,そう言って大きな徳利を掲げるウコン。,[],
0x504DF,328927,116,0,"白地に青い上薬のかかった陶器で出来ていて、
それだけでも高そうだ。",[],
0x50613,329235,19,0,そいつは……,[],
0x5064D,329293,113,0,"岸に流れついたヤツさ。
あの火事で灰にならずにすんだ、幸運の証とも言えるな。",[],
0x50775,329589,152,0,"あんなことがあっても、こうして俺たちんトコに流れ着いたんだ。
ここは飲んでやるのが礼儀だと思わねえか？",[],
0x508D5,329941,58,0,ニッと笑みを浮かべ、盃を投げ渡される。,[],
0x5095B,330075,107,0,"今日は奢るって言っときながら、
結局何も喰わず仕舞いだったからな。",[],
0x50A67,330343,113,0,"ちゃんと酒菜もあるぜ。
まぁ喰い損ねたのからしたら質素なもんだがな。",[],
0x50B92,330642,94,0,こんなんじゃ詫びにはならんが、せめてもの気持ちってヤツだ。,[],
0x50C89,330889,61,0,……なに、これはこれで乙なもんさ。,[],
0x50D24,331044,19,0,そうかい……,[],
0x50D58,331096,46,0,ウコンが徳利を差し出してくる。,[],
0x50DB7,331191,85,0,それに応え手を差し出すと、盃が美しい琥珀色で満たされた。,[],
0x50EA0,331424,13,0,そらよ。,[],
0x50EC1,331457,76,0,返しにその徳利を受け取り、それをウコンに差し返す。,[],
0x50F5D,331613,10,0,応さ。,[],
0x50F76,331638,40,0,んじゃ、何はともあれ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x50FD8,331736,19,0,{{LOCK_AT_DASH}}乾杯。,"[""{{LOCK_AT_DASH}}""]",
0x50FEB,331755,19,0,{{LOCK_AT_DASH}}乾杯。,"[""{{LOCK_AT_DASH}}""]",
0x51006,331782,64,0,盃の重なる音が、静かな夜空に美しく響いた。,[],
0x510D5,331989,19,0,{{LOCK_AT_DASH}}ふぅ。,"[""{{LOCK_AT_DASH}}""]",
0x510FE,332030,97,0,同時に盃を呷り、そして同時に飲み干して感嘆の吐息を漏らす。,[],
0x511E6,332262,19,0,美味えな……,[],
0x51223,332323,28,0,……ああ、美味い。,[],
0x5126C,332396,98,0,"悪趣味な奴だが、
飲み食いへの目利きが確かってのはホントらしいな。",[],
0x51374,332660,137,0,"こっちが財布の重みを気にしながらチビチビやってるのに、
片やこんな美味い酒を呑んでいる。",[],
0x514CF,333007,43,0,世の中、何と不公平なことか。,[],
0x5153B,333115,101,0,"ふふ、だが見ろよアンちゃん。
月がいい案配に傾いてきたぜ。",[],
0x51622,333346,110,0,"こうして気心の知れた仲間と月見酒、
なんてなぁ、最高の贅沢だと思わねえか。",[],
0x51742,333634,140,0,"ウコンの見上げる夜空には、上弦の月が、
まるで盃のように横たわっている。",[],
0x51870,333936,143,0,"まだ半月なのが残念だがな。
もう何日かすれば、まんまるなお月様を楽しめたんだろうが……",[],
0x519B6,334262,143,0,"なに、眩い満月だけが月じゃない。
光と影の月を眺めるのも、これもまた乙って奴だな。",[],
0x51B22,334626,120,0,"それにあの形。
盃を掲げているみたいで、
あちらさんも一杯やってる感じがするだろ？",[],
0x51C5C,334940,28,0,………ウハハハハ！,[],
0x51CA4,335012,95,0,"上手いこと言うじゃねえか。
言われてみりゃあ、確かにそう見える。",[],
0x51D94,335252,80,0,"しかし光と影か。
まるで、どっかの誰かさんみたいだな。",[],
0x51E5F,335455,101,0,"光の顔があれば、影の顔もある。
はたして、どっちが本当の顔なんだか。",[],
0x51FA1,335777,92,0,"さぁて……な。
オシュトルにウコン……結局どちらも半端モンよ。",[],
0x520B7,336055,113,0,"ウコンは自分自身に語りかけるように呟くと、
しばらく黙って月を見つめていた。",[],
0x521E5,336357,104,0,"……なぁ、アンちゃん。
ひとつ聞いていいかい。　嫌なら答えなくていい。",[],
0x52302,336642,31,0,ん？　何だ改まって。,[],
0x52368,336744,119,0,"記憶がねぇっていうのは……どういう感じなんだ？
やっぱり取り戻したいもんなのか？",[],
0x5247E,337022,101,0,"ああ、そのことか。
どういう感じも何も……特に気にしたことは無いな。",[],
0x5257B,337275,85,0,取り戻したいも何もなぁ……現状、不自由はしちゃいないし。,[],
0x5267B,337531,101,0,"第一、記憶を取り戻したところで、
碌な思い出しかなかったらどうする。",[],
0x52775,337781,43,0,ハハハ、アンちゃんらしいな。,[],
0x5291D,338205,82,0,過去が無いぶん、お前のように表裏を演じる必要もないし。,[],
0x52A0B,338443,16,0,そうか……,[],
0x52A33,338483,82,0,半端モンって意味じゃ、俺たちは似てるのかもしれねぇな。,[],
0x52B1B,338715,134,0,"まあ、アンちゃんに比べれば、家族と呼べるものがあった俺は、
まだ恵まれているんだろうがよ。",[],
0x52C6C,339052,91,0,ウコンは何かを思い出すかのように、遠い目をして酒をあおった。,[],
0x52D56,339286,98,0,"なぁ……
確かなよりどころがねえってのは、心細いもんじゃねぇのか？",[],
0x52E53,339539,83,0,"そうでもないな。
慣れたっていうか、なるようになるだろ。",[],
0x52F25,339749,52,0,ふ……ほんと、うらやましい限りだ。,[],
0x52FAD,339885,22,0,うらやましい？,[],
0x52FD3,339923,104,0,"これでも俺は貴族の出でね。
まぁ、貧しいとは言わんが田舎の質素な家さ。",[],
0x53101,340225,82,0,俺がいて、お袋がいて、ネコネがいて、そして親父がいた。,[],
0x531B7,340407,122,0,"親父は優しくも厳しい親父でなぁ……
民と一緒に苦楽を共にする、俺の憧れだったのさ。",[],
0x53303,340739,119,0,"その親父の背中に追い付こうと身体を鍛え、
勉学を学び、ずっと精進を重ねてきた……",[],
0x53436,341046,73,0,辛いとは思わなかった、むしろ誇らしく思っていた。,[],
0x534EC,341228,179,0,"そして、その面影を追い、親父も若い頃に奉公した帝都へ上り……
偶然が重なり、右近衛大将の地位を賜るまでになった。",[],
0x537CA,341962,94,0,ああ、それでウコンという人物を演じるようになったと言ってたな。,[],
0x538B7,342199,156,0,"まぁな。
最初は自分でやってて照れくさかったんだが、
そのうちこっちの方が、より親父に近いことに気づいた。",[],
0x53A31,342577,116,0,"そう……オシュトルではなくウコンの生き様こそ、
俺が目指していたものなんだと。",[],
0x53B53,342867,134,0,"だからって、この立場から目を逸らすわけにはいかねえんだがな。
ま、そんな、しょっぱい話さ。",[],
0x53C7F,343167,110,0,"誰もが羨む出世談が、当人にとっては想定外の賜物か。
皮肉な話だ。",[],
0x53DC1,343489,88,0,でもま、アンちゃんとなら、この先も楽しくやってけそうだぜ。,[],
0x53EB7,343735,28,0,何だ、藪から棒に。,[],
0x53F11,343825,146,0,"今日も、俺だけならかなりの大事になっちまっただろうが、
なんとか収めることが出来たしな。",[],
0x54096,344214,34,0,だから……思ったのよ。,[],
0x540F9,344313,122,0,"この先、いかなる難関があろうとも、
アンちゃんとなら何とかなるんじゃねぇかってよ。",[],
0x54232,344626,110,0,"それは……何か？
この先も今日みたいな無茶ぶりをするぞと言う予告か宣言か？",[],
0x54351,344913,19,0,がはははは！,[],
0x5437C,344956,49,0,おい、なに笑って誤魔化してんだ。,[],
0x543FA,345082,25,0,がはははははは！,[],
0x54440,345152,116,0,"そんな他愛もない話を酒菜に、
結局、夜明けまで飲み明かすこととなった。",[],
0x55138,348472,43,0,辺境の大國、ウズールッシャ。,[],
0x551A2,348578,113,0,"率いるは、一代で百以上に及ぶ部族をまとめ、
強國となした傑物、グンドゥルア。",[],
0x55339,348985,119,0,"かねてより侵攻の気配を見せていた強敵が、
ヤマト国境を越え、侵攻を開始したのだ。",[],
0x55487,349319,104,0,"帝は八柱将に対し全面抗戦を下命、
ついに戦いの火蓋が切って落とされた。",[],
0x55755,350037,116,0,"軍勢には、剣奴と呼ばれる、
投降した民を強制的に戦わせる死兵もいる。",[],
0x55893,350355,91,0,ハクたちは、戦慄しつつも敵の奇襲を阻止すべく作戦を立てる……,[],
0x559A3,350627,71,0,"霧が出てきたな……
奇襲を仕掛けるには好都合か。",[],
0x55A50,350800,44,0,"目標、そのまま。
他異常なし。",[],
0x55AF5,350965,16,0,来たな……,[],
0x55B05,350981,13,0,來了……,[],
0x55B24,351012,98,0,"あのおにーさん達、なかなか強そうやぇ。
なぁなぁ、行ってもいいけ？",[],
0x55C16,351254,104,0,"だからどうしてそう何も考えずに突っ込もうとする。
相手は奴等じゃない。",[],
0x55D23,351523,49,0,はぁ、おにーさんは、いけずや……,[],
0x55DAC,351660,34,0,シッ……本命が来たよ。,[],
0x55E1D,351773,62,0,"だからまだだ。
ノスリ、キウル、いけるな？",[],
0x55EC1,351937,22,0,うむ、任せろ。,[],
0x55EFA,351994,49,0,はい、この距離なら、外しません。,[],
0x55F8F,352143,22,0,気づくなよ……,[],
0x55FE1,352225,16,0,撃て{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x56006,352262,16,0,グハァッ！,[],
0x56029,352297,43,0,分断に成功、後方の敵を叩く！,[],
0x560C8,352456,46,0,あはははは、待ちくたびれたぇ！,[],
0x56157,352599,85,0,……アトゥイ、一人で無理せずに後衛との連携も考えてくれ。,[],
0x56240,352832,107,0,"うひひ、この時のためにウチが在る、
楽しみで楽しみで歌い出しそうやわぁ。",[],
0x5634D,353101,46,0,だからちょっとは抑えろって……,[],
0x563B8,353208,31,0,な、なんだ貴様ら！？,[],
0x5640F,353295,76,0,た～ららん♪　戦の最中に余所見はダメやぇ？,[],
0x564DE,353502,43,0,ひっ、な、なんだ……ぐはっ！,[],
0x56545,353605,46,0,うひひ、だから言ったやないけ。,[],
0x565BA,353722,61,0,アトゥイが突出している、取り囲ませるな。,[],
0x5667D,353917,43,0,は、はい……ココポ、行こ……,[],
0x566F7,354039,13,0,ホロロッ,[],
0x56707,354055,34,0,ハク、先に行ってるね。,[],
0x56768,354152,52,0,今の笑み、一瞬、ゾクッとしたぞ……,[],
0x567F7,354295,70,0,死兵を使うような連中に、情け無用ということか。,[],
0x568D2,354514,70,0,ウルゥル、サラァナ、下がっていてもいいんだぞ。,[],
0x5697A,354682,7,0,戦う,[],
0x569A3,354723,141,0,"ご心配には及びません。
どこまでも主様にお仕えすることが、
わたし達の存在意義ですので。",[],
0x56ACA,355018,65,0,"……止めても無駄か。
ならば、出撃るぞ。",[],
0x56B90,355216,52,0,はい、すべては主様の為に。,[],
0x56C16,355350,86,0,"あやや、もう終わりけ。
まだ躰もあったまってないのになぁ。",[],
0x56CE8,355560,85,0,ウズールッシャの男は、屈強の兵やって聞いたぇ？,[],
0x56DDB,355803,97,0,虜囚を代わりに戦わせるような連中だからね。こんなものじゃないかな,[],
0x56EF6,356086,100,0,グッ……貴様ら……これで勝ったと思うな！　我らは誇り高き組頭の……,[],
0x57001,356353,28,0,コカカカカカ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x57048,356424,16,0,ぐはッ！？,[],
0x5706D,356461,79,0,コ、ココポ、もういいの……もうだいじょうぶだから……,[],
0x57140,356672,16,0,ヒッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x57165,356709,13,0,逃がさん,[],
0x57172,356722,13,0,別想逃。,[],
0x57191,356753,16,0,ギャ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x571B6,356790,16,0,あわわ……,[],
0x571DD,356829,28,0,だから怖いって……,[],
0x57237,356919,28,0,貴様等……何者だ！,[],
0x5727E,356990,64,0,さてな、貴様等には色々と聞きたいことがある,[],
0x57320,357152,46,0,……ふン、喋るとでも思ったのか,[],
0x573A3,357283,22,0,まぁ、思わんな,[],
0x573E3,357347,46,0,じゃあ、もう用済みでいいのけ？,[],
0x5744E,357454,13,0,ヒッ……,[],
0x5746C,357484,31,0,ほなな～、サヨナラや,[],
0x574CE,357582,10,0,む～？,[],
0x574E6,357606,16,0,アンタ……,[],
0x5750A,357642,95,0,"悪いな……嬢ちゃん。
コイツを殺させるわけにはいかないじゃない。",[],
0x57600,357888,67,0,一応、貴方達を助けたつもりだったんだけどな。,[],
0x576B4,358068,67,0,こっちは、そんなこと頼んだ覚えはないんでね。,[],
0x57754,358228,19,0,……そっか。,[],
0x57784,358276,86,0,"なッ……何をしている！
早く、こいつらを血祭りに上げろ！！",[],
0x57894,358548,77,0,"どうした！？
自分の立場を忘れたわけではあるまいな？",[],
0x5796A,358762,64,0,我らに逆らえば、あの者たちがどうなるか……,[],
0x57A23,358947,13,0,ヒィ！？,[],
0x57A3F,358975,77,0,"ピーピー騒ぎなさんな。
アンタに言われるまでもない。",[],
0x57AF9,359161,34,0,……なるほど、人質か。,[],
0x57B59,359257,46,0,どうやら、ワケありみたいだな。,[],
0x57BCE,359374,71,0,"ま、そういうわけだ。
アンタらに恨みはないが……",[],
0x57C84,359556,19,0,死んでくれ。,[],
0x57CDE,359646,28,0,……やるじゃない。,[],
0x57D1C,359708,22,0,アンタこそな。,[],
0x57D4C,359756,132,0,"なにをしている！
さっさとそいつ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！",[],
0x57E97,360087,83,0,"……許してくれとは言わねえ。
怨んでくれてもかまわんぜ。",[],
0x57F84,360324,16,0,そうか……,[],
0x57FC3,360387,22,0,そうだ、殺せ！,[],
0x5800B,360459,83,0,"私はクオン。
貴方の名前……教えてくれるかな？",[],
0x580CC,360652,31,0,……ヤクトワルトだ。,[],
0x5811A,360730,74,0,"そっか、道理で。
貴方が、あの剣豪ヤクトワルト……",[],
0x58242,361026,104,0,"ちょっと、ね。
その道では知らない人はいないっていう、剣の達人だとか。",[],
0x5833A,361274,134,0,"三年ほど前の御前試合にふらりと現れて、
警備の兵を蹴散らして飛び入り参加した無名の剣豪……",[],
0x58495,361621,82,0,そして出場者を悉く打ち倒した事実上の優勝者。,[],
0x5857E,361854,104,0,"その剣術に帝も大層喜び、
名と褒美を与えようとしたんだけど……",[],
0x5868F,362127,76,0,本人は遊技にもならぬと言い放ってそれを辞したとか。,[],
0x58763,362339,86,0,"おいおい、帝に対してか？
それでよく命があったな。",[],
0x58846,362566,171,0,"わたしも兄さまから聞いたことがあるです。
帝はその言葉を聞き、心意気や良し、
天晴れと賞賛したそうなのです。",[],
0x589B6,362934,160,0,そのことで彼の名は高まり、高名な剣術家たちが幾度となく挑んだらしいんだけど、私が知る限り常勝無敗。,[],
0x58B2A,363306,40,0,それが剣豪、ヤクトワルト。,[],
0x58BB1,363441,79,0,まさか、こんな所に俺を知ってるお嬢さんがいるとはね。,[],
0x58C86,363654,52,0,出来ることなら……いや、未練だな。,[],
0x58D1A,363802,61,0,ならばヤクトワルト、貴方に問う。,[],
0x58DBB,363963,19,0,ッ{{LOCK_AT_DASH}}！？,"[""{{LOCK_AT_DASH}}""]",
0x58DCE,363982,16,0,{{LOCK_AT_DASH}}！？,"[""{{LOCK_AT_DASH}}""]",
0x58DE4,364004,86,0,"これが最初で最後。
この手を取るか、それとも振り払うか……",[],
0x58EBF,364223,19,0,選ぶといい。,[],
0x58F0A,364298,34,0,あ、姉……さま？,[],
0x58F96,364438,74,0,"チ、何をしている、このグズがァ！！
さっさと{{LOCK_AT_DASH}}","[""{{LOCK_AT_DASH}}""]",
0x59061,364641,19,0,ほう、疾い。,[],
0x5909D,364701,46,0,あれが、陽炎のヤクトワルト……,[],
0x5913D,364861,22,0,…………ハヒ？,[],
0x59153,364883,22,0,…………什麼？,[],
0x59171,364913,40,0,な……んで……景色…………,[],
0x591D4,365012,148,0,……その凄まじい太刀捌き故に、振り下ろした刀が陽炎の如く揺らいだようにしか見えないという,[],
0x59329,365353,55,0,む～、やっぱり本気じゃなかったのけ。,[],
0x5949B,365723,40,0,俺は、この姐御に賭けるぞ。,[],
0x59521,365857,86,0,"な……正気か！？
今まで敵だった連中を信用しろってのか！？",[],
0x5963B,366139,113,0,"何か勘違いしてないか？
俺達の本当の敵は、ウズールッシャの連中、のハズだぜ。",[],
0x5975A,366426,95,0,"まさかお前さん達、
連中が素直に人質を解放すると思ってるのかい？",[],
0x59855,366677,16,0,それは……,[],
0x5987C,366716,92,0,"それに気付いてねえか？
俺達の誰も致命傷は受けてないじゃない。",[],
0x59978,366968,76,0,少なくとも、目的の為に力を貸してくれるってことだ。,[],
0x59A29,367145,28,0,それでいいんだな？,[],
0x59A6D,367213,28,0,ああ、そうなるな。,[],
0x59ABC,367292,67,0,とにかく、事情を詳しく説明して欲しいのです。,[],
0x59B7A,367482,134,0,"ああ、そうだな……俺をふくめ、
ここにいる連中はウズールッシャの奴らに人質をとられている。",[],
0x59CB4,367796,64,0,連中の要求は、知っての通りヤマトと戦えだ。,[],
0x59D8F,368015,119,0,"どうかこの通りだ、人質を奪い返すのに力を貸してくれ。
俺の女も囚われているんだ。",[],
0x59EAA,368298,25,0,ヤクトワルト……,[],
0x59FEF,368623,40,0,お願いします、どうか{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",
0x5A03B,368699,94,0,惚れた女の為に命をかけるなんて素敵やなぁ。うひひ、また戦えるぇ,[],
0x5A152,368978,83,0,"元より、そのつもりだから。
皆もそれでいいかな。",[],
0x5A222,369186,22,0,は、はいっ……,[],
0x5A254,369236,40,0,ハイです、異議無しなのです,[],
0x5A2B3,369331,77,0,"うむ。
ここで見捨てるなど、いい女には程遠いからな。",[],
0x5A36C,369516,76,0,姉上がやる気なら、僕が反対する理由はありませんね。,[],
0x5A431,369713,91,0,はい、同じヤマトの民として、これを看過することなど出来ません,[],
0x5A52E,369966,40,0,あ～、こちらも同意見だな。,[],
0x5A586,370054,104,0,"それで、捕らえられているヒト達が何処に居るかは、
わかってるの？",[],
0x5A656,370262,128,0,"ああ、かなりウズールッシャ内に入った場所だが、
戦場と離れている分、警戒は薄いはずだ。",[],
0x5A7AB,370603,67,0,なら、そいつら丸々、ヤッちゃえばいいんや～。,[],
0x5A85D,370781,31,0,うん、単純な話だな。,[],
0x5A8AC,370860,37,0,……単純すぎて恐えーよ。,[],
0x5A911,370961,140,0,"戦場を回りこめば、それほど見つかる心配も無いらしく、
人質を救いに行く作戦は簡単にまとまった。",[],
0x5AA72,371314,110,0,"そうと決まれば、モタモタしててもしかたないかな。
さっさと取りかかろっか。",[],
0x5AB7B,371579,40,0,姉御！　よろしく頼んます。,[],
0x5ABE2,371682,58,0,こうなるのはわかってたが、面倒だな……,[],
0x5AC92,371858,43,0,旦那もよろしく頼むじゃない。,[],
0x5ACFF,371967,31,0,旦那はやめてくれ……,[],
0x5AD51,372049,174,0,"しかし、見たところ旦那が中心みたいじゃない。
それなりの呼び方にしないと示しがな。
親分とか、大将とかの方が好みかい？",[],
0x5AEE5,372453,34,0,……いや、旦那でいい。,[],
0x5AF46,372550,43,0,なら旦那、早速行くじゃない。,[],
0x5AFC0,372672,79,0,やれやれ……仕方ない、まともに戦争するよりましか……,[],
0x5B49C,373916,174,0,"ウズールッシャの軍勢は、
ヤマトの要衝であった大河に船を浮かべ船橋とし、
大軍を一気に帝都方面へ押し進める策をとった。",[],
0x5B626,374310,168,0,"敵の迅速な動きに出遅れたヤマトは、
河沿いの丘陵地帯に急ごしらえの砦を作り、防衛線を構築。
徹底抗戦の構えをとる。",[],
0x5B7B1,374705,58,0,クク、虫けらが必死で巣に籠もっておるわ,[],
0x5B861,374881,127,0,しかし丘陵地の上をとられるとはな、小癪な真似を。そのしぶとさだけは褒めてやってもいい,[],
0x5B993,375187,65,0,一気に攻め込まずに嬲っておいて、言いなさる ,[],
0x5BA6B,375403,103,0,とはいえ、いたずらに時間を浪費して、王の不興を買う事になりませぬか？,[],
0x5BB85,375685,136,0,フッ、皇はその程度でお怒りになるまい。むしろ功を急ぎ戦に逸るのは無益,[],
0x5BCCE,376014,79,0,こちらは増援を待ち、圧倒的な数で押しつぶせば良いのだ,[],
0x5BDCE,376270,148,0,確かに、帝都から近く、後詰の兵の規模が分からぬ今、無理に攻めても下手をすれば逆襲される恐れがあるか,[],
0x5BF73,376691,124,0,ヤマトの兵は限りがある。戦域を考えればここに配置出来る兵は多く見積もっても２万……,[],
0x5C0AC,377004,34,0,増援は４万でしたな……,[],
0x5C121,377121,145,0,彼我の兵力差は倍以上となろう。この数をもってすれば、用兵の常道に反さぬ限り、負けはあり得ぬ,[],
0x5C290,377488,28,0,ぬぉ、地響きか！？,[],
0x5C2DB,377563,43,0,この地面の揺れは……来たか！,[],
0x5C34A,377674,91,0,おお！　やはり、グンドゥルア様の精鋭の到着か。待ちわびたぞ！,[],
0x5C445,377925,70,0,なんという威風、これが皇の軍団か……,[],
0x5C4FC,378108,124,0,フッフフフ、ハハハハッ、この力があればヤマトのみすぼらしい砦など造作も無く落ちよう,[],
0x5C649,378441,82,0,応とも、この勢いで帝都まで全てを踏みつぶしてくれるわ！,[],
0x5C733,378675,197,0,"今日までよく持ちこたえた！
直ちに投降すれば取り成しも出来よう。皇の機嫌によってはお召し抱えもあるやもしれん。　いかがか！",[],
0x5C8EB,379115,71,0,"小生、二君に従う道を持たず。
ただ民を守るのみ。",[],
0x5CAF5,379637,37,0,虫けらのごとく踏み潰せ！,[],
0x5CB61,379745,31,0,おお{{LOCK_AT_DASH}}っ！！,"[""{{LOCK_AT_DASH}}""]",
0x5CBAF,379823,49,0,あいにく小生、死に美学を感じぬ。,[],
0x5CC3A,379962,55,0,ならばそのまま潰れてしまえ{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]",
0x5CCB2,380082,67,0,汝等、これより先に進むことを禁ずる。,[],
0x5CD3D,380221,16,0,ぬがッ！？,[],
0x5CD62,380258,77,0,"これより先、小生の領域である。
命惜しくば引き返せ。",[],
0x5CE52,380498,62,0,"な、何だ、進めぬ……
何が起こっている！？",[],
0x5CF04,380676,89,0,"ええい、たかが一人に何をしている、
突撃せよ、押しつぶせぃ！",[],
0x5CFFF,380927,19,0,是非もなし。,[],
0x5D03D,380989,86,0,"ぐほっ……ま……お、押すな！
これでは、我らが……ゲハっ！",[],
0x5D0E2,381154,101,0,"な、なんのまやかしか？
呪法か？　くっ、止まれ一旦攻撃を中止せよっ！",[],
0x5D24D,381517,70,0,なんだ……これは……こんな現実がありえるのか？,[],
0x5D2ED,381677,64,0,ありえん……とにかく体勢を建てなおさねば。,[],
0x5D379,381817,25,0,全軍、二歩前進。,[],
0x5D392,381842,25,0,全軍，前進二步。,[],
0x5D3C8,381896,56,0,"なん……だ……
何なのだ……これは……",[],
0x5D453,382035,34,0,馬鹿な……ありえん……,[],
0x5D4B1,382129,94,0,民を護る為、小生、悪鬼羅刹となりて阻むものを蹴散らさん。,[],
0x5D5E8,382440,19,0,全軍、前進。,[],
0x5D5FB,382459,19,0,全軍，前進。,[],
0x5D623,382499,61,0,こんな、無茶苦茶あるか、退け、退けーっ！,[],
0x5D6CD,382669,52,0,まて、後詰の重兵が邪魔で退けぬわ！,[],
0x5D777,382839,116,0,"くっ、なにをやっておるのだ！
ええい、逃げ戻るものに命は不要！　重兵つき進め！",[],
0x5D8B6,383158,83,0,"ありえん……ありえん……
こんな理不尽あってたまるか！！",[],
0x5DAAB,383659,107,0,"ヤマトの恐ろしさ、忘れ果てたと言うなら、
その身に刻み込んでおくがいい。",[],
0x5DBB1,383921,46,0,巫山戯るなァァァァ！！,[],
0x5DC18,384024,34,0,勅命である、殲滅せよ。,[],
