section,index,id_hex,off1,off2,off3,off4,text1,text2,text3,text4
9,418,8CB4F0B2,91071,91071,91181,91290,\xA6…,\xA6…,\xA5\x87羽琉，準備好了嗎？,\xA6我。
9,419,A9E6423B,91393,91393,91481,91575,失誤的。,失誤的。,…,#
9,420,510F6842,91639,91639,91667,91701,\x96\xB9の敵を叩く！,\x96\xB9の敵を叩く！,\x88\x90功，攻擊後方敵人！,right! We got them separated... Now we take down the soldiers in the back!
9,421,745DDACB,91729,91729,91875,91996,... Now we take down the soldiers in the back!,... Now we take down the soldiers in the back!,ahahah! I've been waiting SO LONG for this!,\x8Fれ。
9,422,F2C9A865,92118,92118,92152,92189,to coordinate with the backlines.,to coordinate with the backlines.,"うひひ、この時のためにウチが在る、
楽しみで楽しみで歌い出しそうやわぁ。","\x83\x81が在る、
楽しみで楽しみで歌い出しそうやわぁ。"
9,423,39957BC0,92217,92217,92339,92439,\xA5\xBDしみで歌い出しそうやわぁ。,\xA5\xBDしみで歌い出しそうやわぁ。,\x86了啊。,とは抑えろって……
9,424,CA9E2A54,92530,92530,92640,92735,\xAA、なんだ貴様ら！？,\xAA、なんだ貴様ら！？,:いくさ>の最中に余所見はダメやぇ？,\x82\x8A呢？
9,425,EFCC98DD,92817,92817,92836,92852,...?,...?,\x81なんだ……ぐはっ！,ぐはっ！
9,426,87568B5F,92860,92860,92909,92940,\xA3！,\xA3！,ha#@－－#Gah!,から言ったやないけ。
9,427,A20439D6,92986,92986,93011,93042,不是警告你了嗎。,不是警告你了嗎。,Hee hee. Should've listened...,アトゥイが突出している、取り囲ませるな。
9,428,B05D2E6D,93056,93056,93172,93239,\x8C突出している、取り囲ませるな。,\x8C突出している、取り囲ませるな。,s going too far in... Back her up so she doesn't get surrounded.,\xAF、はい……ココポ、行こ……
10,0,D49CFABD,3064,3064,3107,3138,\x81\xABーさんは、いけずや……,\x81\xABーさんは、いけずや……,\xB0\x8F哥這個討厭鬼……,"h* Love, you really are a spoilsport sometimes..."
10,1,FFB1A97E,3170,3170,3283,3411,port sometimes...,port sometimes...,,\x86嗎？
10,2,E6AA983F,3577,3577,3696,3812,題，這點距離不會失誤的。,題，這點距離不會失誤的。,別發現我們啊……,！
10,3,A9EB0EF8,3911,3911,4015,4083,ght! We got them separated... Now we take down the soldiers in the back!,ght! We got them separated... Now we take down the soldiers in the back!,\x81\xB3れたぇ！,ahahah! I've been waiting SO LONG for this!
10,4,B0F03FB9,4179,4179,4355,4483,\x81\xA8の連携も考えてくれ。,\x81\xA8の連携も考えてくれ。,nes.,\xB0\xB1是為了這一刻而存在的呀，開心到都要唱起歌來了啊。
10,5,9BDD6C7A,4629,4629,4745,4849,だからちょっとは抑えろって……,だからちょっとは抑えろって……,んだ貴様ら！？,いくさ>の最中に余所見はダメやぇ？
10,6,82C65D3B,4947,4947,5038,5111,\xA2？,\xA2？,\x81な、なんだ……ぐはっ！,? Wh-Wha#@－－#Gah!
10,7,69877EFC,5219,5219,5290,5333,Hee hee. Should've listened...,Hee hee. Should've listened...,\x82\x8A囲ませるな。,\x80\x99段時間，別讓他們包圍這裡。
10,8,BBC09C18,5392,5392,5436,5477,far in... Back her up so she doesn't get surrounded.,far in... Back her up so she doesn't get surrounded.,rounded.,\x8Cこ……
10,9,5D936753,5557,5557,5573,5586,t's go...,t's go...,ロッ,ク、先に行ってるね。
10,10,6F016CA9,5604,5604,5702,5776,てるね。,てるね。,\x80\x81ゾクッとしたぞ……,\xBC。
10,11,F2163CEA,5846,5846,5950,6033,\xAA連中に、情け無用ということか。,\xAA連中に、情け無用ということか。,e's got no mercy for the kind of people who enslave others to fight their battles for them.,or them.
10,12,B9588FB4,6115,6115,6164,6198,露露、薩拉娜，妳們先撤退吧。,露露、薩拉娜，妳們先撤退吧。,", Saraana. You two can stay back if you want.",f you want.
10,13,26D7CC5B,6252,6252,6286,6311,"\x81\x94心配には及びません。
どこまでも<主:あるじ>様にお仕えすることが、
わたし達の存在意義ですので。","\x81\x94心配には及びません。
どこまでも<主:あるじ>様にお仕えすることが、
わたし達の存在意義ですので。","\x81\xA9こまでも<主:あるじ>様にお仕えすることが、
わたし達の存在意義ですので。","じ>様にお仕えすることが、
わたし達の存在意義ですので。"
10,14,F4902EBF,6335,6335,6348,6361,"\x8Bことが、
わたし達の存在意義ですので。","\x8Bことが、
わたし達の存在意義ですので。","
わたし達の存在意義ですので。",の存在意義ですので。
10,15,85D4FC91,6365,6365,6427,6483,\xAD\x98在意義ですので。,\xAD\x98在意義ですので。,\xBC\x8C侍奉主人就是我們存在的意義。,"t worry. We exist solely to serve you to the very end, Master."
10,16,37549790,6529,6529,6551,6570,"ery end, Master.","ery end, Master.","\xA6止めても無駄か。
ならば、<出撃:で>るぞ。","か。
ならば、<出撃:で>るぞ。"
10,17,38E52525,6586,6586,6635,6678,、<出撃:で>るぞ。,、<出撃:で>るぞ。,"用吧。
那就準備上了。","ere's no point trying to hold you two back. Fine, let's head out."
10,18,04ACA6ED,6735,6735,6757,6785,ead out.,ead out.,\x81\xB9ては<主:あるじ>様の為に。,\xAE為に。
10,19,8238D443,6817,6817,6833,6849,了主人。,了主人。,"erstood. We offer our selves to you, Master.","r our selves to you, Master."
10,20,EEAB3F84,6854,6854,6870,6880," selves to you, Master."," selves to you, Master.",Master.,"\x82やや、もう終わりけ。
まだ躰もあったまってないのになぁ。"
10,21,5461375E,6889,6889,6932,6969,"\x81もう終わりけ。
まだ躰もあったまってないのになぁ。","\x81もう終わりけ。
まだ躰もあったまってないのになぁ。",\x9Fまってないのになぁ。,"\x88哈，已經不行了嗎。
連熱身都還嫌不夠。"
10,22,1F2F8400,7048,7048,7094,7143,lready? I was just getting warmed up...,lready? I was just getting warmed up...,ールッシャの男は、屈強の<兵:つわもの>やって聞いたぇ？,\x82の>やって聞いたぇ？
10,23,19A99655,7191,7191,7276,7346,魯沙的男子，個個都是強健的勇士呢？,魯沙的男子，個個都是強健的勇士呢？,a were supposed to be veteran warriors or something...,りに戦わせるような連中だからね。こんなものじゃないかな
10,24,52E7250B,7424,7424,7531,7622,な,な, lowlifes who force others to fight their wars. I suppose this is all they've got.,\xA6…貴様ら……これで勝ったと思うな！　我らは誇り高き組頭の……
10,25,23A3F725,7693,7693,7739,7761,\xAB\x98き組頭の……,\xAB\x98き組頭の……,\xBD\xA0們不要高興得太早！我們可是隊長的……,\xAA早！我們可是隊長的……
10,26,4F301CE2,7800,7800,7831,7853,.. Damn you... Don't think you've won yet! We are our glorious leader's#@－－#,.. Damn you... Don't think you've won yet! We are our glorious leader's#@－－#,ve won yet! We are our glorious leader's#@－－#, glorious leader's#@－－#
10,27,7E0A0F2E,7887,7887,7963,8016,カカカカ#@－－#,カカカカ#@－－#,\x81？,いの……もうだいじょうぶだから……
10,28,928B8412,8094,8094,8137,8171,\xA6…已經不要緊了……,\xA6…已經不要緊了……,"can stop now... I-It's all right, you don't need to do that...",you don't need to do that...
10,29,33C2AE25,8197,8197,8243,8283,..,..,さん,\xAEャ#@－－#
10,30,788C1D7B,8314,8314,8375,8439,gh!,gh!,て……,ying...
10,31,15E3D94C,8509,8509,8552,8595,re you!?,re you!?,\x81\xA8聞きたいことがある,\x88\x91有很多話想問你們。
10,32,FF263C11,8631,8631,8644,8645,see... I think I'm the one asking the questions.,see... I think I'm the one asking the questions.,k I'm the one asking the questions., I'm the one asking the questions.
10,33,37DCAFDC,8647,8647,8681,8709,'m the one asking the questions.,'m the one asking the questions.,\x80\xA6…ふン、喋るとでも思ったのか,\x82思ったのか
10,34,28418CC8,8744,8744,8796,8845,為我會老實說嗎？,為我會老實說嗎？,ct me to talk?,想也是。
10,35,E31D5F6D,8887,8887,8957,9006,もう用済みでいいのけ？,もう用済みでいいのけ？, don't need him anymore?,ep...
10,36,124BEDB8,9106,9106,9176,9222,en.,en.,"な……嬢ちゃん。
コイツを殺させるわけにはいかないじゃない。",るわけにはいかないじゃない。
10,37,30749B28,9274,9274,9281,9300,"姐……真是不好意思。
我可不能眼睜睜地看著妳殺了他。","姐……真是不好意思。
我可不能眼睜睜地看著妳殺了他。","\x80\xA6真是不好意思。
我可不能眼睜睜地看著妳殺了他。","\x9D。
我可不能眼睜睜地看著妳殺了他。"
10,38,C60BF1C2,9315,9315,9456,9536,\x83\xBD眼睜睜地看著妳殺了他。,\x83\xBD眼睜睜地看著妳殺了他。,\x81\xA0ったんだけどな。,"d that we went through all this trouble to save you, right?"
10,39,9333B7C4,9610,9610,9675,9731,\x81そんなこと頼んだ覚えはないんでね。,\x81そんなこと頼んだ覚えはないんでね。,們並沒有拜託你們幫忙吧。,l ever asking the favor.
10,40,1B7C4D58,9808,9808,9860,9894,"\x83\x83……何をしている！
早く、こいつらを血祭りに上げろ！！","\x83\x83……何をしている！
早く、こいつらを血祭りに上げろ！！",\x82\x92血祭りに上げろ！！,"\x80\xA6…你還在猶豫什麼！
快、快把他們全部幹掉啊！！"
10,41,EF3FB31E,9942,9942,10028,10090,全部幹掉啊！！,全部幹掉啊！！, all!,"\x81？
自分の立場を忘れたわけではあるまいな？"
10,42,246360BB,10152,10152,10237,10307,,," hope you haven't forgotten your position, have you?",\x88ば、あの者たちがどうなるか……
10,43,BBEC2354,10395,10395,10492,10574,\x83有什麼下場……,\x83有什麼下場……,\xBC\x81？,\x81\x84。
10,44,4E769929,10678,10678,10778,10860,e I stand.,e I stand.,", huh.",\x82
10,45,5373A991,10945,10945,10973,11001,に恨みはないが……,に恨みはないが……,"就是這麼回事。
雖然跟你們無冤無仇……",跟你們無冤無仇……
10,46,982F7A34,11016,11016,11032,11045,無仇……,無仇……,". That's just how it is. No hard feelings, folks..."," how it is. No hard feelings, folks..."
10,47,C91EC477,11053,11053,11132,11187,"is. No hard feelings, folks...","is. No hard feelings, folks...",ut I'm gonna have to ask you to die here.,\x81\x98ゃない。
10,48,D5E7DB3F,11264,11264,11280,11293,是。,是。,ou.,"している！
さっさとそいつ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！"
10,49,FAA2E92C,11301,11301,11314,11327,"\x84る！
さっさとそいつ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！","\x84る！
さっさとそいつ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！","\xA3さとそいつ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！","つ等を殺せ、何としてでもだ！
人質がどうなってもいいのか！！"
10,50,EFEDBA4F,11345,11345,11361,11374,"何としてでもだ！
人質がどうなってもいいのか！！","何としてでもだ！
人質がどうなってもいいのか！！","\x82\x82だ！
人質がどうなってもいいのか！！",\xB3\xAAがどうなってもいいのか！！
10,51,3E4F883C,11382,11382,11398,11414,うなってもいいのか！！,うなってもいいのか！！,\x81\x84いのか！！,\x81
10,52,02060BF4,11421,11421,11449,11474,"\xA8幹什麼！
怎樣都好，快把他們全部殺掉！
你不管人質的死活了嗎！！","\xA8幹什麼！
怎樣都好，快把他們全部殺掉！
你不管人質的死活了嗎！！","\x8C快把他們全部殺掉！
你不管人質的死活了嗎！！","！
你不管人質的死活了嗎！！"
10,53,235D4138,11511,11511,11539,11561,！,！,ry and kill them all! Whatever it takes! Or will you let the hostages die!?,Whatever it takes! Or will you let the hostages die!?
10,54,4FCEAAFF,11582,11582,11646,11689, will you let the hostages die!?, will you let the hostages die!?,"\x82\x8Fねえ。
怨んでくれてもかまわんぜ。",\x82\x93ぜ。
10,55,F504A225,11744,11744,11790,11833,就儘管恨吧。,就儘管恨吧。,"lks for forgiveness. Curse my name all you like, if it helps.","like, if it helps."
10,56,999749E2,11875,11875,11897,11922,\x80\xA6…,\x80\xA6…,'s going to be...,\x81\xA0、殺せ！
10,57,9F115BB7,11939,11939,11985,12016,\x92錯，殺了他們！,\x92錯，殺了他們！,!,"\xB3。
貴方の名前……教えてくれるかな？"
10,58,7390D08B,12046,12046,12059,12069,\x81\x88てくれるかな？,\x81\x88てくれるかな？,\x8Bかな？,
10,59,A51B3AC7,12076,12076,12107,12135,"久遠。
能夠告訴我……你的名字嗎？","久遠。
能夠告訴我……你的名字嗎？",你的名字嗎？,s Kuon. Do you mind... telling me your name?
10,60,6E47E962,12174,12174,12184,12194,name?,name?,\x80\xA6ヤクトワルトだ。,\x88ワルトだ。
10,61,F8B2C2CC,12198,12198,12214,12224,ルトだ。,ルトだ。,…亞庫托瓦爾特。,\x89\x98瓦爾特。
10,62,5A9FD4A7,12234,12234,12329,12415,\xB9。,\xB9。,\x80\xA6,es. So you're the master swordsman Jachdwalt...
10,63,2C73327D,12480,12480,12547,12584,\xAEか、クオン！,\xAEか、クオン！, man!?,\x93では知らない人はいないっていう、剣の達人だとか。
10,64,175775AC,12660,12660,12727,12776,"\xA5有耳聞。
聽說他是習劍之人中人盡皆知的使劍高手。","\xA5有耳聞。
聽說他是習劍之人中人盡皆知的使劍高手。",\x8B。,ng students of swordplay.
10,65,FA2AD160,12820,12820,12839,12858,"御前試合にふらりと現れて、
警備の兵を蹴散らして飛び入り参加した無名の剣豪……","御前試合にふらりと現れて、
警備の兵を蹴散らして飛び入り参加した無名の剣豪……","\x82\x89りと現れて、
警備の兵を蹴散らして飛び入り参加した無名の剣豪……","\x81
警備の兵を蹴散らして飛び入り参加した無名の剣豪……"
10,66,0FB06B1D,12868,12868,12954,13028,\xAE兵を蹴散らして飛び入り参加した無名の剣豪……,\xAE兵を蹴散らして飛び入り参加した無名の剣豪……,前比武大賽上突然出現，擊倒所有護衛兵亂入比武的無名劍豪……,\x8D劍豪……
10,67,479AE41F,13098,13098,13117,13136,swordsman beat the guards and forced his way in...,swordsman beat the guards and forced his way in...,guards and forced his way in...,is way in...
10,68,4278CA16,13140,13140,13217,13279,ay in...,ay in...,\xAE優勝者。,的勝利者。
10,69,B32E78C3,13354,13354,13418,13482,me the undisputed champion.,me the undisputed champion.,"層喜び、
名と褒美を与えようとしたんだけど……",…
10,70,7872AB66,13539,13539,13552,13562,\x9F與賞賜……,\x9F與賞賜……,…,"kado was very pleased by his mastery of the sword, and wanted to bestow a reward upon him..."
10,71,37B40CB6,13567,13567,13644,13691,"was very pleased by his mastery of the sword, and wanted to bestow a reward upon him...","was very pleased by his mastery of the sword, and wanted to bestow a reward upon him...",pon him...,い放ってそれを辞したとか。
10,72,95991ADD,13753,13753,13787,13830,\xB8\x8D盡興為由拒絕了帝皇。,\xB8\x8D盡興為由拒絕了帝皇。,ut the man refused. He said the entire tournament was nothing but child's play.,nament was nothing but child's play.
10,73,130D6873,13849,13849,13895,13926,but child's play.,but child's play.,"\x89>に対してか？
それでよく命があったな。",\x82\x88く命があったな。
10,74,B1207E18,13966,13966,14037,14093,"\xB5\x95帝皇？
虧他還有命活到現在。","\xB5\x95帝皇？
虧他還有命活到現在。",kado? I'm surprised he walked out of there in one piece.,
10,75,AC254EA0,14148,14148,14167,14195,"す。
<帝:ミカド>はその言葉を聞き、心意気や良し、
天晴れと賞賛したそうなのです。","す。
<帝:ミカド>はその言葉を聞き、心意気や良し、
天晴れと賞賛したそうなのです。","\x83\x89>はその言葉を聞き、心意気や良し、
天晴れと賞賛したそうなのです。","\x80\x81心意気や良し、
天晴れと賞賛したそうなのです。"
10,76,E1987F9F,14238,14238,14266,14288,\x81\x97たそうなのです。,\x81\x97たそうなのです。,\x88\x91也聽兄長大人說過，帝皇聽過他的話後仍稱讚他膽識過人，令人佩服。,\xAA過，帝皇聽過他的話後仍稱讚他膽識過人，令人佩服。
10,77,43B569F4,14300,14300,14322,14335,\x87聽過他的話後仍稱讚他膽識過人，令人佩服。,\x87聽過他的話後仍稱讚他膽識過人，令人佩服。,稱讚他膽識過人，令人佩服。,\xAD\x98過人，令人佩服。
10,78,62EE2338,14348,14348,14480,14579,\xA4人佩服。,\xA4人佩服。,の名は高まり、高名な剣術家たちが幾度となく挑んだらしいんだけど、<私:わたし>が知る限り常勝無敗。,\x81:わたし>が知る限り常勝無敗。
10,79,670C0D31,14679,14679,14762,14827,次向他挑戰，就我所知他仍是百戰百勝。,次向他挑戰，就我所知他仍是百戰百勝。,"led swordsmen challenged him to duels, but he still remains undefeated.",eated.
10,80,1378F847,14916,14916,14932,14945,特。,特。,e master swordsman Jachdwalt I know.,dsman Jachdwalt I know.
10,81,7FEB1380,14979,14979,15001,15026,\x80\x81こんな所に俺を知ってるお嬢さんがいるとはね。,\x80\x81こんな所に俺を知ってるお嬢さんがいるとはね。,\x92知ってるお嬢さんがいるとはね。,がいるとはね。
10,82,C7B908F6,15051,15051,15134,15190,想到，在這種地方居然會有認識我的小姐。,想到，在這種地方居然會有認識我的小姐。, expect I'd bump into someone who knew me here.,\x8Bことなら……いや、未練だな。
10,83,FC9D4F27,15244,15244,15275,15303,\xBB\xA5……不，我還在猶豫什麼。,\xBB\xA5……不，我還在猶豫什麼。,\x80麼。,don't regret my decisions.
10,84,FDB36986,15322,15322,15396,15467,isions.,isions.,\xAB托瓦爾特，我在此詢問你。,sent you with a choice.
10,85,D63A533D,15527,15527,15564,15592,..!?,..!?,\x81\xAE手を取るか、それとも振り払うか……,\xA8も振り払うか……
10,86,B797E05F,15618,15618,15722,15796,"這是第一次也是最後一次。
你要接受，或是拒絕……","這是第一次也是最後一次。
你要接受，或是拒絕……","ake this hand, or refuse it.",…………
10,87,7CCB33FA,15866,15866,16000,16106,姐姐……大人？,姐姐……大人？,"\x82\xB0ズがァ！！
さっさと#@－－#"," you doing, you worthless piece of shit!? Hurry up an#@－－#"
10,88,FA5F4154,16213,16213,16295,16359,"a, he's fast...","a, he's fast...",\x8B亞庫托瓦爾特……,Jachdwalt the Mirage Blade...
10,89,310392F1,16446,16446,16550,16620,\xA6…んで……景色…………,\xA6…んで……景色…………,\x81\xAE凄まじい太刀捌き故に、振り下ろした刀が<陽炎:かげろう>の如く揺らいだようにしか見えないという,げろう>の如く揺らいだようにしか見えないという
10,90,2C06A249,16719,16719,16795,16850,\x83\xBD看到揮下的劍猶如熱浪流過般晃了一下。,\x83\xBD看到揮下的劍猶如熱浪流過般晃了一下。,omparable speed. One can only glimpse the glint of his sword... like a fading mirage.,sword... like a fading mirage.
10,91,7E532056,16931,16931,17017,17073,\x91。,\x91。,us.,これでは、これでは人質が！
10,92,96DB532F,17158,17158,17329,17426,"！
這樣，這樣人質會……！","！
這樣，這樣人質會……！",\x80把。,\x81\xA3た連中を信用しろってのか！？
10,93,AA92D0E7,17526,17526,17686,17798,才還是敵人的這些傢伙們嗎！？,才還是敵人的這些傢伙們嗎！？,"\x81\xA6ないか？
俺達の本当の敵は、ウズールッシャの連中、のハズだぜ。","錯什麼了？
我們真正的敵人，是烏茲魯沙才對。"
10,94,5BC46232,17898,17898,17938,17987, The real enemies are the Uzurushans. Ain't that right?, The real enemies are the Uzurushans. Ain't that right?,n't that right?,\xADが素直に人質を解放すると思ってるのかい？
10,95,60E025E3,18033,18033,18112,18173,るのかい？,るのかい？,質吧？,hostages once this is all over?
10,96,76076EB6,18246,18246,18298,18347,"\x9Dれに気付いてねえか？
俺達の誰も致命傷は受けてないじゃない。","\x9Dれに気付いてねえか？
俺達の誰も致命傷は受けてないじゃない。",\xBD傷は受けてないじゃない。,"\x91都沒注意到嗎？
我們之中沒有任何人受到致命傷。"
10,97,4D232967,18394,18394,18455,18498,人受到致命傷。,人受到致命傷。,en't been tryin' to seriously injure us.,\x91なくとも、目的の為に力を貸してくれるってことだ。
10,98,3BCFCFBD,18555,18555,18574,18590,\xA3てことだ。,\xA3てことだ。,\xB3少，他們會助我們一臂之力吧。,助我們一臂之力吧。
10,99,00EB886C,18596,18596,18682,18753,們一臂之力吧。,們一臂之力吧。,いいんだな？,うなるな。
10,100,1DEEB8D4,18815,18815,18834,18847, up., up.,\x81事情を詳しく説明して欲しいのです。,しく説明して欲しいのです。
10,101,CFA95A30,18860,18860,18873,18886,\x81\x97て欲しいのです。,\x81\x97て欲しいのです。,\x84のです。,
10,102,A73349B2,18890,18890,18924,18952,之，可以先說明這件事的來龍去脈嗎？,之，可以先說明這件事的來龍去脈嗎？,\xBE\x86龍去脈嗎？,"e, we would like a detailed explanation of the situation."
10,103,6B025E0E,18970,18970,18983,18996, detailed explanation of the situation., detailed explanation of the situation.,lanation of the situation.,he situation.
10,104,6A2C78AF,19000,19000,19013,19026,ituation.,ituation.,"あ、そうだな……俺をふくめ、
ここにいる連中はウズールッシャの奴らに人質をとられている。","\x81\xA0な……俺をふくめ、
ここにいる連中はウズールッシャの奴らに人質をとられている。"
10,105,9FB6C2D2,19030,19030,19104,19157,"\xAA……俺をふくめ、
ここにいる連中はウズールッシャの奴らに人質をとられている。","\xAA……俺をふくめ、
ここにいる連中はウズールッシャの奴らに人質をとられている。",奴らに人質をとられている。,\x83\x8F茲魯沙拿人質要挾這裡的所有人，包括我在內。
10,106,C0DD1868,19233,19233,19252,19274,"s see... Everyone here, including me, we're connected to hostages taken by the Uzurushans.","s see... Everyone here, including me, we're connected to hostages taken by the Uzurushans.","ere, including me, we're connected to hostages taken by the Uzurushans.",re connected to hostages taken by the Uzurushans.
10,107,6B464228,19293,19293,19339,19385,tages taken by the Uzurushans.,tages taken by the Uzurushans.,は、知っての通りヤマトと戦えだ。,\x80\x82
10,108,530639A5,19453,19453,19475,19497,"for their release was to fight against Yamato, but you probably figured that out already.","for their release was to fight against Yamato, but you probably figured that out already.","to fight against Yamato, but you probably figured that out already.","o, but you probably figured that out already."
10,109,985AEA00,19505,19505,19545,19570,ou probably figured that out already.,ou probably figured that out already.,"\xA9うかこの通りだ、人質を奪い返すのに力を貸してくれ。
俺の女も囚われているんだ。","人質を奪い返すのに力を貸してくれ。
俺の女も囚われているんだ。"
10,110,3B8BD39B,19604,19604,19752,19840,"\xB2\xB8してくれ。
俺の女も囚われているんだ。","\xB2\xB8してくれ。
俺の女も囚われているんだ。","help us take the hostages back from them. They got my girl in there, too.",\xABト……
10,111,69DE5184,19945,19945,20000,20034,\x81土下座をしてきた。,\x81土下座をしてきた。,\xA6爾特做出同樣的動作，跪下並交出武器。,下並交出武器。
10,112,C8977BB3,20085,20085,20177,20260," example, holding out their weapons with both hands and kneeling."," example, holding out their weapons with both hands and kneeling.",\x86か#@－－#,るなんて素敵やなぁ。うひひ、また戦えるぇ
10,113,CD7555BA,20315,20315,20355,20401,\x82\x8Bぇ,\x82\x8Bぇ,\x9C\x9F是浪漫啊。嘻嘻，人家還能再戰。,\x82
10,114,F29D1AC3,20449,20449,20535,20633,"for your darling! Hee hee, and that means more fighting.","for your darling! Hee hee, and that means more fighting.","\xA0から。
<皆:みんな>もそれでいいかな。",\xAA\xAA對吧。
10,115,F77F34CA,20731,20731,20844,20927,\xA6…,\xA6…,no objections.,\x82\x89な。
10,116,15D75B8C,21018,21018,21113,21186,man to abandon them here!,man to abandon them here!,ね。,"sister wishes it, then I naturally have no objections."
10,117,10357585,21269,21269,21285,21298,\xB0\x91として、これを看過することなど出来ません,\xB0\x91として、これを看過することなど出来ません,\x93れを看過することなど出来ません,することなど出来ません
10,118,581FFA87,21308,21308,21400,21480,\x81\xA8など出来ません,\x81\xA8など出来ません,"itizen of Yamato, I cannot let such atrocities pass unpunished.",………
10,119,93432922,21560,21560,21636,21682,. I'm with you there.,. I'm with you there.,"\xA6:どこ>に居るかは、
わかってるの？",？
10,120,8E46199A,21737,21737,21765,21787, you know exactly where the hostages are being held?, you know exactly where the hostages are being held?,hostages are being held?,d?
10,121,2C6B0FF1,21805,21805,21833,21855,"りウズールッシャ内に入った場所だが、
戦場と離れている分、警戒は薄いはずだ。","りウズールッシャ内に入った場所だが、
戦場と離れている分、警戒は薄いはずだ。","\x81\xAB入った場所だが、
戦場と離れている分、警戒は薄いはずだ。","\x8C、
戦場と離れている分、警戒は薄いはずだ。"
10,122,C4E37C88,21884,21884,21951,22006,分、警戒は薄いはずだ。,分、警戒は薄いはずだ。,茲魯沙境內的地方，離戰場有段距離，所以警備不強。,\xBB\xA5警備不強。
10,123,08D26B34,22074,22074,22208,22287,s away from the battlefield. Not too many guards posted.,s away from the battlefield. Not too many guards posted.,\x8F\xAA要把那些傢伙全部幹掉就好了吧～,ts in one fell swoop!
10,124,F984D9E1,22388,22388,22452,22507,……単純すぎて恐えーよ。,……単純すぎて恐えーよ。,。,"めば、それほど見つかる心配も無いらしく、
人質を救いに行く作戦は簡単にまとまった。"
10,125,32D80A44,22607,22607,22726,22794,にまとまった。,にまとまった。,\xBD\x9C戰方法。,ed. Our plan to save the hostages is unanimous.
10,126,7D1EAD94,22890,22890,22915,22940,"しかたないかな。
さっさと取りかかろっか。","しかたないかな。
さっさと取りかかろっか。",さっさと取りかかろっか。,\x82\x8Dっか。
10,127,9B707DAE,22953,22953,23038,23120,"\x97\xA2然決定了，就別在這拖拖拉拉。
立刻動身吧。","\x97\xA2然決定了，就別在這拖拖拉拉。
立刻動身吧。","at. No reason for us to loiter around here, then... Let's get to it.",\x82\x88ろしく頼んます。
10,128,B6427E31,23215,23215,23255,23283,\x86なるのはわかってたが、面倒だな……,\x86なるのはわかってたが、面倒だな……,だな……,會變成這樣了，不過還真麻煩……
10,129,170B5406,23291,23291,23385,23467,\x90這樣了，不過還真麻煩……,\x90這樣了，不過還真麻煩……,,"ing on your help too, boss."
10,130,C54CB6E2,23570,23570,23653,23709,hat...,hat...,"りの呼び方にしないと示しがな。
親分とか、大将とかの方が好みかい？",\x81\x8B、大将とかの方が好みかい？
10,131,312A236F,23778,23778,23800,23819,是指揮的中心人物。沒有相應的稱呼可不好。改叫首領，或是大將比較好嗎？,是指揮的中心人物。沒有相應的稱呼可不好。改叫首領，或是大將比較好嗎？,\x89\xA9。沒有相應的稱呼可不好。改叫首領，或是大將比較好嗎？,\x84稱呼可不好。改叫首領，或是大將比較好嗎？
10,132,E4000592,23828,23828,23868,23896,\xAF不好。改叫首領，或是大將比較好嗎？,\xAF不好。改叫首領，或是大將比較好嗎？,較好嗎？,"e leader around here, though. Gotta have a proper name. How 'bout Big Man? Or Chief?"
10,133,7554CE4F,23923,23923,24000,24044,h. Gotta have a proper name. How 'bout Big Man? Or Chief?,h. Gotta have a proper name. How 'bout Big Man? Or Chief?,\x82\xA3でいい。,\x82
10,134,DECF940F,24108,24108,24184,24239,ゃない。,ゃない。,"out then, yeah?",もに戦争するよりましか……
10,135,C19747F6,24305,24305,24396,24451,\x8C這樣總比加入戰場要好多了吧……,\x8C這樣總比加入戰場要好多了吧……,n actually fighting in the war...,
10,136,F3054C0C,24528,24528,24541,24554,\xE3,\xE3,	,
10,137,EB398F6B,24558,24558,24598,24620,,,,a
10,138,B96C0D74,24646,24646,24750,24796,\xD4\xFC,\xD4\xFC,,\xEB
10,139,CF80EBAE,24854,24854,24982,25088,,,,2 
10,140,EDBF9D3E,25195,25195,25262,25320,,,,\x9E'
10,141,097475D9,25373,25373,25404,25432,),),0{\xEA:h+,\xE6+
10,142,BBF41ED8,25452,25452,25489,25520,"\xBCルッシャの軍勢は、
ヤマトの要衝であった大河に船を浮かべ船橋とし、
大軍を一気に帝都方面へ押し進める策をとった。","\xBCルッシャの軍勢は、
ヤマトの要衝であった大河に船を浮かべ船橋とし、
大軍を一気に帝都方面へ押し進める策をとった。","\x88の要衝であった大河に船を浮かべ船橋とし、
大軍を一気に帝都方面へ押し進める策をとった。","船を浮かべ船橋とし、
大軍を一気に帝都方面へ押し進める策をとった。"
10,143,826B4CEF,25553,25553,25693,25805,\xA7軍を一気に帝都方面へ押し進める策をとった。,\xA7軍を一気に帝都方面へ押し進める策をとった。,畫以大軍之勢一舉進攻帝都。,"ugh it, straight to its capital."
