start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr,,
0x38A97,232087,55,0,その……ハクさまは……本当に凄いです,[],저…… 하쿠 님은…… 정말 대단하세요.,18,21
0x38AD1,232145,28,0,うっ……そ、そうか,[],"윽…… 그, 그래?",9,10
0x38AF0,232176,37,0,いいから、早く済ませよう,[],"됐고, 얼른 끝내자.",12,11
0x38B18,232216,142,0,自分としては、ただ思いついた事を試しに提案しただけなんだがな。そんな感想を言われても、正直困る,[],난 그냥 떠오른 걸 시험 삼아 말해본 것뿐인데. 그런 감상 들으면 솔직히 곤란하거든.,47,47
0x38BA9,232361,16,0,しかし……,[],하지만……,5,5
0x38BBC,232380,58,0,まさか、あの男が私の名を騙っていたとは,[],설마 그 남자가 내 이름을 사칭하고 있었을 줄이야.,19,28
0x38BF9,232441,7,0,ん？,[],응?,2,2
0x38C03,232451,145,0,あまつさえ、無辜の民を狙って盗みを働くとは{{LOCK_AT_DASH}}此処まで腐っていたとは思わなかったぞ,"[""{{LOCK_AT_DASH}}""]",하물며 죄 없는 백성들을 노려 도둑질까지 하다니{{LOCK_AT_DASH}}이 정도로 썩어빠졌을 줄은 몰랐다.,55,61
0x38C97,232599,37,0,んん？　ああ、そうだなー,[],"음음? 아아, 그러게 말이야.",12,16
0x38CBF,232639,85,0,いかんいかん、コイツにはそういう風に説明してたんだったか,[],"아차 아차, 얘한텐 그렇게 설명해 둔 거였지.",28,25
0x38D17,232727,28,0,意外と元気そうだな,[],의외로 기운은 있어 보이네.,9,15
0x38D36,232758,22,0,……何の用だ？,[],……무슨 용건이지?,7,10
0x38D4F,232783,97,0,私のようなお尋ね者に今更会いに来てどうする？　捕まえるつもりか？,[],나 같은 수배자를 이제 와서 만나러 와서 어쩌겠다는 거지? 잡을 생각인가?,32,41
0x38DB3,232883,58,0,皇女さんの件、かなり堪えているようだな,[],"황녀님 일, 꽤 크게 충격받은 모양이네.",19,22
0x38E3C,233020,85,0,それについて、一つ言っておかなければいけない事があってな,[],"그 얘기 때문에, 꼭 해둬야 할 말이 있어서 왔어.",28,28
0x38E94,233108,46,0,言っておかなければならない事？,[],해둬야 할 말?,15,8
0x38EC5,233157,124,0,ああ。お前は今、幾つかの罪状で手配されているわけだが……その内訳は承知しているな？,[],그래. 너 지금 몇 가지 죄목으로 수배돼 있잖아…… 그 내용은 알고 있지?,41,41
0x38F44,233284,22,0,いや、知らんな,[],"아니, 모르는데.",7,9
0x38F5D,233309,82,0,おいおい、仮にも自分のことだろ？　知らないってお前……,[],"야야, 네 일이잖아? 모른다니 너……",27,20
0x38FB2,233394,121,0,こういうものには、尾ひれはひれがついてくるものだ。一々全てを覚えてなどいられるか,[],이런 건 소문이 덕지덕지 붙는 법이다. 하나하나 다 기억할 수 있나.,40,38
0x3902E,233518,76,0,そういうものなのかねぇ。まあ、これはこれで好都合だ,[],"원래 그런 건가. 뭐, 오히려 잘 됐네.",25,22
0x3907D,233597,70,0,……例えば、その内の大半が、濡れ衣だとしたら？,[],"……예를 들어, 그 죄목 대부분이 누명이라면?",23,25
0x390C6,233670,25,0,どういう意味だ？,[],무슨 뜻이지?,8,7
0x390E2,233698,37,0,まあ、聞いてくれよ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","뭐, 들어봐{{LOCK_AT_DASH}}",25,22
0x3910A,233738,82,0,モズヌが、ノスリ旅団の名を騙って悪事を働いていただと？,[],모즈누가 노스리 여단 이름을 사칭해서 악행을 저질렀다고?,27,31
0x3915F,233823,115,0,ああ、そうだ。今回の手配は奴の策略によるものだと、こちらでは調べがついている,[],그래. 이번 수배는 녀석의 계략 때문이라는 게 이쪽 조사로는 확인됐어.,38,39
0x391D5,233941,22,0,そんな事が……,[],그런 일이……,7,7
0x39262,234082,16,0,相分かった,[],알겠다.,5,4
0x39275,234101,139,0,ノスリ旅団の頭として、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,[],"노스리 여단의 두목으로서, 설령 이 목숨을 걸게 되더라도 모즈누는 내 손으로 베어 보이겠다.",46,51
0x39303,234243,28,0,いやいや、早まるな,[],"아니 아니, 성급해지지 마.",9,15
0x39322,234274,154,0,相手は、腐ってもこの帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,[],상대는 썩어도 제도에서 날뛰던 도적이다. 나와 오우기 둘이 쳐들어가려면 그 정도 각오는 필요해.,51,53
0x3940B,234507,79,0,当然だろう。我等自身の汚名を雪ぐための戦いだぞ,[],당연하지. 우리 스스로의 오명을 씻기 위한 싸움이다.,23,29
0x3945D,234589,64,0,その件は後に回して、最後まで話を聞いてくれ,[],"그건 나중에 하고, 끝까지 얘기 좀 들어.",21,23
0x394A0,234656,91,0,お前がモズヌを捕まえれば、奴からの濡れ衣を晴らすことが出来る,[],"네가 모즈누를 붙잡으면, 녀석 때문에 씌워진 누명을 벗을 수 있어.",30,37
0x394FE,234750,10,0,む……,[],음……,3,3
0x3950B,234763,181,0,奴はノスリ旅団の名前で、随分手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,[],"녀석이 노스리 여단 이름으로 꽤 넓게 휘젓고 다닌 모양이더라고. 그걸 네 손으로 끝장내면, 위에서도 그 정도 자비는 베풀겠지.",60,70
0x395C3,234947,88,0,その為には、お前自身の手でモズヌを捕らえたという証が必要だ,[],"그러려면, 네 손으로 모즈누를 잡았다는 증거가 필요해.",29,30
0x3961E,235038,97,0,話を盛ってはいるが、こうでもしないとノスリは動かんだろうしな……,[],"말을 좀 부풀리긴 했지만, 이래야 노스리가 움직일 테니까……",32,33
0x39682,235138,154,0,むしろ災難なのはモズヌか……全部背負わせるのは気が咎めるが、身から出た錆、ということで勘弁してもらおう,[],"오히려 재수 없는 건 모즈누 쪽인가…… 전부 떠넘기자니 찜찜하긴 하지만, 자업자득이라 생각하고 넘어가 주길.",51,60
0x3971F,235295,100,0,成程、そうかも知れないな。だが、その証というのはどう立てればいい？,[],"과연, 그럴지도 모르겠군. 하지만 그 ‘증거’라는 건 어떻게 세우지?",33,38
0x39786,235398,139,0,モズヌを討てても濡れ衣は晴れんだろう。捕らえた奴らを、直接検非違使に引き渡せばいい,[],모즈누를 죽여선 누명이 벗겨지지 않겠지. 잡은 놈들을 직접 검비위사에게 넘기면 돼.,41,46
0x39814,235540,76,0,む……だが、私はお尋ね者だぞ？　どうやって引き渡す,[],음…… 하지만 난 수배자다. 어떻게 넘기지?,25,24
0x39863,235619,76,0,自分達が証人としてついて行く。そうすれば万事解決だ,[],우리가 증인으로 같이 가면 돼. 그러면 다 해결이지.,25,29
0x398B2,235698,58,0,ついでに、自分が奴等のお宝を頂いて……,[],"덤으로, 내가 놈들 보물도 좀 챙기고……",19,22
0x398EF,235759,136,0,いや、世の為人の為に役立てれば、今後ぐうたら過ごしても文句を言われることはない……はずだ！,[],"아니, 세상과 사람을 위해 쓰면, 앞으로 뒹굴뒹굴 살아도 뭐라 하진 않겠지…… 아마도!",45,48
0x3997A,235898,34,0,何？　いや、しかし……,[],"뭐? 아니, 하지만……",11,12
0x3999F,235935,82,0,それが、条件だ。でなければ、奴等の砦へは行かせられんぞ,[],그게 조건이야. 아니면 놈들 요새엔 못 가게 해.,27,27
0x399F4,236020,46,0,仕方があるまい……よろしく頼む,[],어쩔 수 없군…… 잘 부탁한다.,15,17
0x39A25,236069,25,0,ああ、任せておけ,[],"그래, 맡겨.",8,7
0x39A41,236097,109,0,ひとまず、皇女さんの件はうやむやに出来たな。結構重たく考えてたみたいだが,[],일단 황녀님 건은 흐지부지 넘길 수 있겠네. 꽤 심각하게 받아들이는 눈치였는데.,36,44
0x39AB1,236209,175,0,さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,[],"자, 이쪽도 준비를 해둬야지. 하필 제도에서 날뛰던 도적단의 소굴이잖아. 재물을 빼내려면 그에 맞는 준비가 필요할 거야.",58,67
0x39B63,236387,133,0,運び出すための台車にウマに、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,[],"옮길 손수레랑 말에, 짐 고정할 밧줄도 필요하겠고. 이거 바빠지겠는데……!",38,41
0x39C4F,236623,82,0,何、帝都を騒がす悪漢を退治するんだ。大義はこちらにある,[],"뭐, 제도를 어지럽히는 악한을 퇴치하는 거다. 대의는 우리에게 있어.",27,38
0x39CA4,236708,31,0,そう、か……そうだな,[],"그래, 그렇지…… 그렇다.",10,14
0x39CC6,236742,67,0,ハクさま……そこまで考えてらしたんですね……,[],하쿠 님…… 거기까지 생각하고 계셨군요……,22,23
0x39D25,236837,58,0,まあヤマトの民として当然のこと、だろ？,[],"뭐, 야마토 백성으로서 당연한 일이지. 안 그래?",19,27
0x39D62,236898,64,0,はいっ、とっても素晴らしいと、思います……,[],"네! 정말 훌륭하다고, 생각해요……",21,19
0x39DB9,236985,16,0,……何だ？,[],……왜?,5,4
0x39E1B,237083,25,0,そう、ですね……,[],그게…… 네……,8,8
0x39E37,237111,70,0,お前等、自分のことを一体何だと思ってるんだ……,[],"너희들, 날 대체 뭐라고 생각하는 거야……",23,23
0x39E80,237184,25,0,まあ、程程にね？,[],"뭐, 적당히만 해?",8,10
0x39E9C,237212,31,0,……どういう意味だ？,[],……무슨 뜻이야?,10,9
0x39F34,237364,79,0,残りはそう多くないですね。酒盛りをしているようですが,[],남은 인원은 그리 많지 않네요. 술판을 벌이는 모양이지만.,26,32
0x39F86,237446,25,0,で、狙えそうか？,[],"그래서, 노릴 만해?",8,11
0x39FA2,237474,37,0,隙があれば何とかなります,[],틈만 있으면 어떻게든 됩니다.,12,16
0x3A016,237590,100,0,室内まで香が届かないことは想定内だ。後は、次の手を打つ時機だが……,[],향이 실내까지 닿지 않을 건 예상한 바다. 문제는 다음 수를 둘 때의 타이밍인데……,33,46
0x3A07D,237693,34,0,……少し、様子を見るか,[],"……조금, 상황을 보지.",11,13
0x3A0A2,237730,85,0,がっはっはっ！　まさか俺にこんな才能があったなんてなぁ！,[],가하하하! 설마 내가 이런 재능이 있을 줄이야!,28,26
0x3A161,237921,149,0,"俺達もこんなに上手く行くなんて思ってなかったですよぉ！
まさか、お頭の織物屋がこんなに当たるなんて。",[],"우리도 이렇게 잘될 줄은 몰랐죠!
설마 두목의 직물 가게가 이렇게 대박 날 줄이야.",51,47
0x3A2A5,238245,168,0,"職業柄、色々と上物を見てきたからな。
案外、商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。",[],"직업상, 좋은 물건은 이것저것 봐 왔으니까.
의외로 상인의 매입 요령이라는 게,
도적의 안목이랑 별반 다를 게 없더라고.",59,69
0x3A43B,238651,74,0,"いや、むしろ俺等の方が目端が効くのかもな。
へっ。",[],"아니, 오히려 우리 쪽이 눈이 더 빠를지도 몰라.
헤헷.",26,32
0x3A4FD,238845,70,0,いやいや、俺等はお頭の発想に驚かされましたぜ！,[],"아니죠, 우리는 두목의 발상에 더 놀랐습니다!",23,25
0x3A5A8,239016,95,0,"盗んだ金を元手に商売するなんざ、
流石お頭は考えることが違うぜ！",[],"훔친 돈을 밑천 삼아 장사를 하다니,
역시 두목은 생각하는 게 달라요!",33,40
0x3A6BA,239290,92,0,"ぬはは！　いいぞ、もっと褒めるじゃんよ。
おい、酒が足りんぞ！",[],"누하하! 좋아, 더 칭찬해 봐.
야, 술이 모자라다!",32,30
0x3A7C0,239552,19,0,へい、只今。,[],"예, 지금 가져옵니다.",6,12
0x3A8F7,239863,32,0,"へ？
そ、それって……",[],"어?
그, 그건……",12,11
0x3A94F,239951,165,0,"長い間この家業に精を出してきたが、
いつまでも危ねえ橋は渡ってられねえしな。
ここらが、潮時かもしれねえじゃん。",[],"오래 이 일로 밥벌어 왔지만,
언제까지고 위험한 다리만 건널 순 없잖아.
이쯤이, 때일지도 모르지.",58,57
0x3AAC4,240324,64,0,ちょ！？　それ、俺らはどうなるんっすか！？,[],잠깐!? 그럼 우리들은 어떻게 되는 겁니까!?,21,25
0x3AB49,240457,131,0,"心配すんな！　お前等を見捨てたりなんかしねえよ。
俺達は苦楽を共にしてきた家族じゃんよ。",[],"걱정 마! 너희를 버릴 리 있냐.
우린 고생도 즐거움도 함께한 가족이잖아.",45,42
0x3AC85,240773,40,0,オオオオオオオオオオオ！！,[],오오오오오오오오오오!!,13,12
0x3ACDE,240862,65,0,"そりゃいいや！
これで胸を張って里に帰れる！",[],"그거 좋네요!
이제 떳떳하게 고향에 돌아갈 수 있겠어!",23,31
0x3AEF9,241401,64,0,故郷のおっかあに、楽させてやれっかなぁ……,[],고향에 계신 어머니를 편하게 해드릴 수 있을까……,21,27
0x3AFBB,241595,70,0,おうよ、今の俺なら何でも叶えてやるじゃんよッ！,[],그럼! 지금의 나라면 뭐든 이뤄줄 수 있어!,23,24
0x3B166,242022,40,0,おやおや、楽しそうですね。,[],"어머어머, 즐거워 보이네요.",13,15
0x3B26F,242287,37,0,……やるしかないだろう。,[],……어쩔 수 없지.,12,10
0x3B294,242324,28,0,……也只能做了吧。,[],……할 수밖에 없지.,9,11
0x3B2DB,242395,58,0,でもほら、足を洗うって言ってますけど。,[],"그래도, 저 사람들 이제 손을 씻겠다잖아.",19,23
0x3B377,242551,64,0,確かにそうは言ってるが、よく考えても見ろ。,[],"맞긴 한데, 잘 생각해 봐.",21,15
0x3B418,242712,88,0,あいつらが元手にしたのは、人様が汗水たらして稼いだ金だぞ？,[],"저놈들이 밑천으로 삼은 건, 남의 땀과 피로 번 돈이야.",29,31
0x3B505,242949,16,0,それは……,[],그건……,5,4
0x3B515,242965,13,0,可是……,[],하지만……,4,5
0x3B52C,242988,150,0,"それを掠め取っておいて悪びれもしない、
そんな輩が往来を歩いていたら民が安心して過ごせない。
違うか？",[],"그걸 빼앗아 놓고도 뻔뻔하게,
그런 놈들이 거리를 활보하면 백성들이 안심하고 살 수 없지.
안 그래?",53,58
0x3B6A6,243366,68,0,"そう……ですね。
確かに、そうなんですけど……",[],"그렇……네요.
확실히, 그렇긴 한데……",24,22
0x3B752,243538,107,0,"自分でもかなり苦しいというか、
大義名分的にどうなんだ？という気はする。",[],"나도 이게 좀 억지라는 건 아는데,
대의명분이랄 게 있나 싶기도 하고.",37,40
0x3B879,243833,136,0,それでもここで止めたら、悪党を懲らしめてその財を頂くっていう計画がおジャンになるだろうが。,[],"그래도 여기서 멈추면, 악당을 혼내주고 그 재산을 챙긴다는 계획이 물거품 되잖아.",45,45
0x3B9C5,244165,46,0,それでは手筈通りということで。,[],"그럼, 예정대로 진행하는 걸로.",15,17
0x3BA35,244277,49,0,成程、その策は確かに効果的です。,[],"과연, 그 계책은 확실히 효과적입니다.",16,21
0x3BA69,244329,160,0,しかし、どう捕らえましょうか。相手はこの帝都で暴れまわった、逃げ足自慢の盗賊団。追い詰めるのは中々骨ですが,[],"허나 어떻게 붙잡을까요. 상대는 제도에서 날뛰던, 발 빠르기로 유명한 도적단. 몰아붙이기 쉽지 않을 터인데요.",53,61
0x3BB0C,244492,70,0,確かに、奴らの逃げ足は厄介だ。だから、罠を張る,[],"맞아, 놈들 도주 실력은 골치 아프지. 그래서 함정을 판다.",23,33
0x3BB55,244565,28,0,成程、道理ですね。,[],"과연, 일리가 있습니다.",9,13
0x3BB74,244596,115,0,そうだ。まず、奴らの砦の見張りを眠らせて無力化する。クオンの眠り香を使ってな,[],그래. 우선 요새의 망을 보던 놈들을 재워 무력화한다. 쿠온의 수면향을 써서.,38,43
0x3BBEA,244714,28,0,眠り香、というのは,[],수면향이란 건……,9,9
0x3BC09,244745,103,0,ひと嗅ぎで、どんな屈強な男もぐっすりな一品だ……それで合ってるよな？,[],한 번만 맡아도 어떤 강인한 사내든 푹 재워 버리는 물건…… 맞지?,34,37
0x3BC73,244851,22,0,まあ、そうかな,[],"뭐, 대충은.",7,7
0x3BC8C,244876,88,0,ただ、香だから風向きとか地形とか、考えて使う必要があるかな,[],다만 향이니까 바람 방향이나 지형 같은 걸 생각해서 써야 해.,29,34
0x3BCE7,244967,100,0,まあ、そのへんは任せる。素人が手を出していいもんじゃないだろうしな,[],"그래, 그건 네게 맡길게. 아마추어가 함부로 손댈 게 아니지.",33,34
0x3BD4E,245070,145,0,そして、内部の奴らの不意を打って、砦の中から燻り出す。あの数を相手に、まともに戦ってられんからな,[],"그리고 안의 놈들을 기습해서, 요새 안에서 몰아낸다. 저 숫자를 상대로 정면승부는 못 하니까.",48,52
0x3BE43,245315,46,0,クオン、例の煙玉は出来てるか？,[],"쿠온, 그 연막탄은 만들어 뒀어?",15,18
0x3BE74,245364,118,0,うん。初めて造ったから、ちょっと不安定だけど……煙に巻くくらいなら、使えるかな,[],응. 처음 만들어서 좀 불안정하긴 한데…… 연기 정도야 충분히 낼 수 있을 거야.,39,45
0x3BEED,245485,34,0,それなら何の問題もない,[],그럼 아무 문제 없어.,11,12
0x3BF12,245522,115,0,煙が出れば、誰だって火事だと思う。奴らはきっと、泡食って飛び出してくるだろう,[],"연기만 나면, 누구든 불이라고 생각하잖아. 놈들 분명 허겁지겁 뛰쳐나올 거야.",38,43
0x3BF88,245640,73,0,焦ってる時の行動ってのは、誰でも大体似通うもんだ,[],"다급할 때 하는 행동은, 누구나 대충 비슷해.",24,25
0x3C017,245783,20,0,ああ、そうだ ,[],"그래, 맞아.",7,7
0x3C02E,245806,79,0,しかし、それなら全員を眠り香で眠らせればいいのでは？,[],"하지만 그럼, 전부 수면향으로 재우면 되는 것 아닙니까?",26,31
0x3C080,245888,79,0,……いや、自分もそれが出来れば一番だとは思ったんだが,[],……나도 그게 가능하면 제일 좋다고는 생각했는데.,26,27
0x3C0D2,245970,175,0,この眠り香は強力な分、取り扱いが難しくて……建物の中で使ったりしたら、香が霧散しなかったりして、大変なことになるかな,[],"이 수면향은 강력한 만큼 취급이 까다로워서…… 건물 안에서 쓰면 향이 빠져나가지 못하고 남아버려, 큰일 날 수도 있어.",58,66
0x3C184,246148,73,0,盗賊どもと一緒に仲良くおねんね、なんて御免だろ？,[],"도적놈들이랑 사이좋게 같이 잠든다니, 사양이지?",24,26
0x3C1D0,246224,76,0,……煙で燻すわけですか。そして混乱に乗じて制圧する,[],……연기로 훈연하겠다는 말씀이군요. 그리고 혼란을 틈타 제압한다.,25,36
0x3C21F,246303,82,0,そういうことだ。まあ、あとは臨機応変に対応ということで,[],"그거야. 뭐, 나머진 상황 봐가며 대응하면 되고.",27,27
0x3C274,246388,34,0,……そう言えば、オウギ,[],"……그러고 보니, 오우기.",11,14
0x3C299,246425,22,0,なんでしょうか,[],뭐죠?,7,3
0x3C2B2,246450,91,0,お前、姉を救う為とはいえ騙しているワケだが、それでいいのか？,[],"너, 누나를 구한다는 명분으로 속이고 있잖아. 그걸로 괜찮아?",30,34
0x3C310,246544,94,0,騙す？　僕が姉上を？　僕は姉上を騙した事なんて一度もありません,[],속이다요? 제가 누나를요? 저는 누나를 속인 적이 단 한 번도 없습니다.,31,40
0x3C371,246641,52,0,……言ってることが矛盾してないか？,[],……말이 모순되지 않냐?,17,13
0x3C3A8,246696,37,0,していませんよ、まったく,[],"전혀요, 정말로.",12,9
0x3C422,246818,94,0,なら、せめて少しでも荷を軽くしようと思うのは当然のことでしょう,[],"그렇다면, 적어도 조금이라도 짐을 덜어보려는 건 당연한 일이겠죠.",31,36
0x3C483,246915,118,0,それに{{LOCK_AT_DASH}}嘘はね、地獄の底まで吐き通せば嘘でなくなるんですよ,"[""{{LOCK_AT_DASH}}""]","게다가{{LOCK_AT_DASH}} 거짓말이라는 건요, 지옥 끝까지 밀고 가면 거짓말이 아니게 되는 법이랍니다.",44,62
0x3C4FC,247036,127,0,ノスリを大切に考えているオウギがこの策に乗ったのが、今の今まで不思議だったんだが……,[],"노스리를 소중히 여기는 오우기가 이 계책에 동참한 게, 여태 신기했는데……",42,41
0x3C57E,247166,121,0,まさかここまで業の深い考えとはなぁ……コイツの前で姉の悪口を言うのはやめておこう,[],설마 이렇게까지 업보 깊은 사고방식일 줄이야…… 이 녀석 앞에선 누나 욕은 하지 말자.,40,48
0x3C5FA,247290,34,0,ハクさん、そろそろ……,[],"하쿠 씨, 슬슬……",11,10
0x3C661,247393,40,0,そうだな、そろそろ行くか。,[],"그래, 슬슬 가자.",13,10
0x3C6C9,247497,55,0,がはっ、げほっ！　な、何事だァー！？,[],"가하, 케헉! 뭐, 뭐야 이건!?",18,18
0x3C759,247641,34,0,お、お頭っ、煙が……！,[],"두, 두목! 연기가……!",11,13
0x3C7B1,247729,77,0,"だ、誰だァ！　火の元の確認怠ったやつァ！？
ゲホッ。",[],"누, 누구야! 불조심 확인 안 한 놈 누구야!?
켁.",27,30
0x3C86F,247919,50,0,"そこまでだ。
大人しくお縄につけ。",[],"거기까지다.
얌전히 포박당해라.",18,18
0x3C8F8,248056,140,0,"ゴホッ、ガハッ！　て、手前らは……！　さてはこの煙はお前らの！？
いいからそこを退くじゃんよ！",[],"콜록, 가하! 너, 너희들은……! 설마 이 연기, 너희 짓이냐!?
됐으니 비켜라!",48,46
0x3CA2E,248366,49,0,生憎、退路は用意してませんので。,[],"유감이지만, 퇴로는 마련해 두지 않았습니다.",16,24
0x3CAB5,248501,76,0,私の名を騙り、重ねた悪行の数々……償わせてやろう。,[],"내 이름을 사칭하고, 저질러 온 숱한 악행…… 대가를 치르게 해주마.",25,38
0x3CBC2,248770,179,0,"くそう！　何言ってるかわかんねえが、とにかくタダじゃおかねえ！
その程度の人数で、俺たちを相手にするとはお笑いじゃんよ。",[],"젠장! 뭔 소린지 모르겠지만, 아무튼 공짜로 넘어가진 않는다!
그 정도 인원으로 우리를 상대하겠다니 웃기지 마!",61,63
0x3CD6D,249197,98,0,"野郎共！
俺らの未来のために、ここで奴らとの因縁にケリつけるぞぉ！",[],"이놈들아!
우리의 미래를 위해, 여기서 저놈들과의 악연을 끝내자!",34,37
0x3CE55,249429,22,0,あ、あの、お頭,[],"저, 저기 두목.",7,9
0x3CE92,249490,64,0,どうした？　あれ、何か人数が少ねえじゃんよ,[],"왜? 어이, 인원이 좀 적잖아.",21,17
0x3CF2A,249642,76,0,悪いが、外にいた連中なら気持ち良さそうに寝ているぞ,[],"미안한데, 밖에 있던 놈들이라면 아주 편하게 자고 있더라.",25,32
0x3D001,249857,97,0,畜生！　お前達なんかここにいる奴だけで十分じゃんよ！　野郎共！！,[],"젠장! 너희들 따위, 여기 있는 놈들만으로도 충분해! 이놈들아!!",32,36
0x3D10B,250123,22,0,へい、お頭ァ！,[],"예, 두목!",7,6
0x3D13E,250174,137,0,"無事モズヌ一味を捕らえたハクたち。
あわれモズヌは、ノスリの替え玉として引っ立てられていく。",[],"무사히 모즈누 일당을 붙잡은 하쿠 일행.
가엾게도 모즈누는 노스리의 대역으로 끌려가게 된다.",47,52
0x3D2AA,250538,91,0,この一件が契機となり、ノスリは正式にハクたちの仲間となった。,[],"이 사건을 계기로, 노스리는 정식으로 하쿠 일행의 동료가 되었다.",30,36
0x3D396,250774,13,0,同じ頃。,[],같은 시각.,4,6
0x3D4C9,251081,152,0,"玉座に鎮座する帝と、傍に控える女性。
それはミトとホノカであり、ハクはすんでのところで言葉を飲み込む。",[],"옥좌에 앉아 있는 미카도와, 곁에 서 있는 여성.
그들은 미토와 호노카였고, 하쿠는 하마터면 말을 내뱉을 뻔했다.",52,64
0x3D672,251506,107,0,"アンジュを賊の手から救い出した褒美として、
帝はあるものをハクに与えた。",[],"안쥬를 도적의 손에서 구해낸 포상으로,
미카도는 하쿠에게 어떤 것을 내려주었다.",37,45
0x3D79C,251804,107,0,"それはかつて逢った謎の二人組……
双子の少女、ウルゥルとサラァナだった。",[],"그것은 예전에 만난 수수께끼의 두 사람……
쌍둥이 소녀, 우루루와 사라나였다.",37,44
0x3FA48,260680,88,0,ウコンと帝都を見回るようになって、これで何度めだろうか……,[],"우콘과 제도를 순찰하게 된 뒤, 이게 몇 번째인지……",29,29
0x3FB22,260898,110,0,"『奢るから一杯どうだ？』という誘いで、
いつものように出かけてみた。",[],"‘내가 살 테니 한잔하지 않을래?’라는 권유에,
늘 그렇듯 나가 보기로 했다.",35,44
0x3FC3E,261182,55,0,飲みに行くにしては、寂しい場所だな。,[],"술 마시러 가기엔, 너무 한적한 곳인데.",18,22
0x3FCCB,261323,107,0,"辺りに人影はなかったが、
さほど待たないうちに、ふらりとウコンが現れた。",[],"주변엔 사람 그림자도 없었지만,
그리 오래 기다리지 않아 우콘이 느긋하게 모습을 드러냈다.",37,51
0x3FDDA,261594,28,0,よう、待たせたな。,[],"오, 기다렸지.",9,8
0x3FDF6,261622,19,0,喲，久等了。,[],"어이, 오래 기다렸지.",6,12
0x3FE20,261664,101,0,"いや、そんな待っちゃいないが、
こんな裏通りに飲み屋なんてあるのか？",[],"아니, 그렇게 오래 기다린 건 아닌데,
이런 뒷골목에 술집이 있어?",35,38
0x3FF0B,261899,52,0,知る人ぞ知る、隠れ家的なヤツとか。,[],"아는 사람만 아는, 아지트 같은 곳이라든가.",17,24
0x400AF,262319,179,0,"今日は暦の上で節目となる日でな。
こんな日には、市の裏通りなんかで闘鶏をやってたりすっからよ。",[],"오늘은 달력으로도 절기가 바뀌는 날이라서 말이지.
이런 날엔 시내 뒷골목 같은 데서 투계 같은 걸 하거든.",48,60
0x4023E,262718,43,0,トウ…ケイ？　なんだそりゃ。,[],투…계? 그게 뭔데.,14,11
0x402AA,262826,77,0,"知らねぇのか。
鶏同士を闘わせるヤツなんだが。",[],"그것도 몰라?
닭끼리 붙여서 싸우게 하는 거야.",24,27
0x40358,263000,133,0,根強い人気があってなぁ。　この為だけに育てたり、それを本職にしているヤツもいるくらいだ。,[],"은근히 인기가 깊어서 말이지. 이거 하나만 보고 키우는 놈도 있고, 그걸 본업으로 삼는 놈도 있을 정도야.",44,59
0x4049E,263326,113,0,"ああ、そっちの闘鶏か……ならわかる。
やっぱ金を賭けたりするのか？",[],"아아, 그 투계 말이지…… 그럼 알지.
역시 돈도 걸고 그러는 거야?",34,39
0x405C3,263619,107,0,"まぁな。　なまじ人気があるせいで、
闇賭博の温床になったりするんだが……",[],"뭐, 그렇지. 워낙 인기가 있으니까
암도박의 온상이 되기도 하는데……",37,39
0x406CE,263886,13,0,闇賭博？,[],암도박?,4,4
0x406DB,263899,16,0,地下博弈？,[],지하 도박?,5,6
0x40709,263945,170,0,"クソな胴元が無許可で賭場をな。　それだけならまだしも、
そういうのにかぎってイカサマや詐欺が横行してんだよ。",[],"허접한 판주가 허가도 없이 도박판을 여는 거야. 그 정도면 그나마 낫지,
그런 데일수록 속임수나 사기가 판치거든.",55,64
0x40894,264340,128,0,"中には身ぐるみどころか、畑から家屋敷まで巻き上げられて、
路頭に迷う奴が出たりしてな。",[],"어떤 놈은 가진 것 전부는 물론이고, 밭이랑 집까지 털려서
길바닥에 나앉기도 하고 말이지.",44,51
0x409E3,264675,104,0,"そりゃまたひどいな。
そういや……ウコン、以前から何やら動いてたよな？",[],"그건 또 심하네.
그러고 보니…… 우콘, 전부터 뭔가 움직이고 있었지?",36,40
0x40AFA,264954,119,0,"ああ、いろいろと噂話を辿っていったら、
とある賭場に行き着いてな。",[],"그래. 여기저기 소문을 쫓다 보니
어떤 도박판까지 닿았거든.",34,34
0x40C09,265225,175,0,ちょいと調べたら灰色どころか真っ黒な話がボロボロと出てくる悪質なとこで、案の定、免状の無い闇賭博だったってわけだが。,[],좀 파봤더니 회색은커녕 새까만 얘기가 우르르 나오는 악질이더라. 예상대로 면허도 없는 암도박판이었지.,58,56
0x40DBE,265662,52,0,わけだが……何か問題でもあるのか？,[],그랬단 말인데…… 뭐가 문제라도 있어?,17,21
