group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl,kr_tpl_encoded,kr_detok_from_cat,kr_detok_from_cat_encoded,has_kr
この命に代えてもお守りするのが、私たちの使命です。,65,1,normal,286219,286295,この命に代えてもお守りするのが、私たちの使命です。,この命に代えてもお守りするのが、私たちの使命です。,この命に代えてもお守りするのが、私たちの使命です。,[],"목숨을　바쳐서　지키는　게,
우리의　사명입니다.","乙侠逢　関光溢　移沿位　映,
員以哀　為希迦依愛.","목숨을　바쳐서　지키는　게,
우리의　사명입니다.","乙侠逢　関光溢　移沿位　映,
員以哀　為希迦依愛.",1
とびきりの酒でもおごって貰わねば、割に合わんな……,65,1,normal,287472,287548,とびきりの酒でもおごって貰わねば、割に合わんな……,とびきりの酒でもおごって貰わねば、割に合わんな……,とびきりの酒でもおごって貰わねば、割に合わんな……,[],"술이라도얻어먹지　않으면,　수지가　안　맞아……","界挨悪雨職羽傘移　慣園延,　衣移安　貫　儀違……","술이라도얻어먹지　않으면,　수지가　안　맞아……","界挨悪雨職羽傘移　慣園延,　衣移安　貫　儀違……",1
にょほ～！ 俄然やる気が起きてきたでおじゃるよ～！,65,1,normal,297752,297826,"にょほ～！
俄然やる気が起きてきたでおじゃるよ～！","にょほ～！
俄然やる気が起きてきたでおじゃるよ～！","にょほ～！
俄然やる気が起きてきたでおじゃるよ～！",[],"냐호~!
갑자기　의욕이　솟아올랐사옵니다~!","主完~!
厳一握　哀騙挨　催違協助為子依愛~!","냐호~!
갑자기　의욕이　솟아올랐사옵니다~!","主完~!
厳一握　哀騙挨　催違協助為子依愛~!",1
よっしゃー！ 存分に暴れてやろうぜ！ あんちゃん！,65,1,normal,303683,303755,"よっしゃー！
存分に暴れてやろうぜ！
あんちゃん！","よっしゃー！
存分に暴れてやろうぜ！
あんちゃん！","よっしゃー！
存分に暴れてやろうぜ！
あんちゃん！",[],"좋았어!
실컷　날뛰어　보자고!
형씨!","窟拳羽!
含治　宮倦羽　永一渦!
央商!","좋았어!
실컷　날뛰어　보자고!
형씨!","窟拳羽!
含治　宮倦羽　永一渦!
央商!",1
相手になってやる…… さぁ、死ぬ気でかかってこい！,65,1,normal,307555,307629,"相手になってやる……
さぁ、死ぬ気でかかってこい！","相手になってやる……
さぁ、死ぬ気でかかってこい！","相手になってやる……
さぁ、死ぬ気でかかってこい！",[],"상대해　주마……
자,　죽을　각오로　덤벼라!","姐域井　遠維……
一,　恨逢　回遺偉　才山悪!","상대해　주마……
자,　죽을　각오로　덤벼라!","姐域井　遠維……
一,　恨逢　回遺偉　才山悪!",1
ホロロ、ホロロロロロロロッ！,64,2,normal,44237,44280,ホロロ、ホロロロロロロロッ！,ホロロ、ホロロロロロロロッ！,ホロロ、ホロロロロロロロッ！,[],"호로로,　호로로로로로로로!","完偉偉,　完偉偉偉偉偉偉偉!","호로로,　호로로로로로로로!","完偉偉,　完偉偉偉偉偉偉偉!",1
こんなことをして、 本当に大丈夫なのでしょうか？,64,1,normal,57600,57671,"こんなことをして、
本当に大丈夫なのでしょうか？","こんなことをして、
本当に大丈夫なのでしょうか？","こんなことをして、
本当に大丈夫なのでしょうか？",[],"이런　짓을　해서,
정말　괜찮은　걸까요?","挨佐　源逢　井溢,
右訓　此頃宴　嫌垣俄?","이런　짓을　해서,
정말　괜찮은　걸까요?","挨佐　源逢　井溢,
右訓　此頃宴　嫌垣俄?",1
いっ！？ しまった……！ 正体がバレたか……！？,64,1,normal,66307,66378,"いっ！？　しまった……！
正体がバレたか……！？","いっ！？　しまった……！
正体がバレたか……！？","いっ！？　しまった……！
正体がバレたか……！？",[],"으앗!?　큰일이다……!
들킨　건가……!?","園材!?　軽泳挨愛……!
塊幻　虐安……!?","으앗!?　큰일이다……!
들킨　건가……!?","園材!?　軽泳挨愛……!
塊幻　虐安……!?",1
ルルティエ、無理するな。 前に出すぎると危ない。,64,1,normal,71977,72048,"ルルティエ、無理するな。
前に出すぎると危ない。","ルルティエ、無理するな。
前に出すぎると危ない。","ルルティエ、無理するな。
前に出すぎると危ない。",[],"루루티에,　무리하지　마.
너무　나가면　위험해.","餌餌棺綾,　異以圧移　維.
稀異　詠安延　仮境井.","루루티에,　무리하지　마.
너무　나가면　위험해.","餌餌棺綾,　異以圧移　維.
稀異　詠安延　仮境井.",1
嬢ちゃん、そこに居ると危ないぜ…… いいのかい？,64,1,normal,73077,73148,"嬢ちゃん、そこに居ると危ないぜ……
いいのかい？","嬢ちゃん、そこに居ると危ないぜ……
いいのかい？","嬢ちゃん、そこに居ると危ないぜ……
いいのかい？",[],"아가씨,　거기　있으면　위험한데……
괜찮겠어?","違安商,　過握　英園延　仮境易戒……
此頃間羽?","아가씨,　거기　있으면　위험한데……
괜찮겠어?","違安商,　過握　英園延　仮境易戒……
此頃間羽?",1
ありえん……！ とにかく体勢を建てなおさねば！！,64,1,normal,76646,76717,"ありえん……！
とにかく体勢を建てなおさねば！！","ありえん……！
とにかく体勢を建てなおさねば！！","ありえん……！
とにかく体勢を建てなおさねば！！",[],"말도　안　돼……!
일단　태세를　다시　갖춰야!!","訓雨　貫　点……!
泳憾　悦禍扱　愛畏　戸鏡因!!","말도　안　돼……!
일단　태세를　다시　갖춰야!!","訓雨　貫　点……!
泳憾　悦禍扱　愛畏　戸鏡因!!",1
さっきまでは、確かにヒトの姿をしていましたね……,64,1,normal,81679,81752,さっきまでは、確かにヒトの姿をしていましたね……,さっきまでは、確かにヒトの姿をしていましたね……,さっきまでは、確かにヒトの姿をしていましたね……,[],"아까까지만　해도,　분명　사람　모습이었죠……","違垣垣移菓　井雨,　許希　為串　逸隠挨覚少……","아까까지만　해도,　분명　사람　모습이었죠……","違垣垣移菓　井雨,　許希　為串　逸隠挨覚少……",1
ああ、増援なんて呼ばれたらたまったもんじゃない。,64,1,normal,89177,89250,ああ、増援なんて呼ばれたらたまったもんじゃない。,ああ、増援なんて呼ばれたらたまったもんじゃない。,ああ、増援なんて呼ばれたらたまったもんじゃない。,[],"아아,　증원　같은　걸　불러들이면　미치겠는데.","違違,　拡活　堅宴　嫌　額暗塊挨延　影越間位戒.","아아,　증원　같은　걸　불러들이면　미치겠는데.","違違,　拡活　堅宴　嫌　額暗塊挨延　影越間位戒.",1
フフン♪ さっきまでの威勢は何処にいったのかな？,64,1,normal,91306,91377,"フフン♪
さっきまでの威勢は何処にいったのかな？","フフン♪
さっきまでの威勢は何処にいったのかな？","フフン♪
さっきまでの威勢は何処にいったのかな？",[],"후훗♪
아까의　기세는　어디로　간　걸까?","環週♪
違垣哀　握禍位　羽喜偉　衛　嫌垣?","후훗♪
아까의　기세는　어디로　간　걸까?","環週♪
違垣哀　握禍位　羽喜偉　衛　嫌垣?",1
ハクさん、 これは……どういう事なんでしょうか？,64,1,normal,98844,98915,"ハクさん、
これは……どういう事なんでしょうか？","ハクさん、
これは……どういう事なんでしょうか？","ハクさん、
これは……どういう事なんでしょうか？",[],"하쿠　씨,
이건……　대체　무슨　일인　거죠?","圧音　商,
挨虐……　域委　異嬢　泳迂　過少?","하쿠　씨,
이건……　대체　무슨　일인　거죠?","圧音　商,
挨虐……　域委　異嬢　泳迂　過少?",1
陰気くさい連中やぇ…… もっと明るくやれんのけ？,64,1,normal,100302,100373,"陰気くさい連中やぇ……
もっと明るくやれんのけ？","陰気くさい連中やぇ……
もっと明るくやれんのけ？","陰気くさい連中やぇ……
もっと明るくやれんのけ？",[],"음침한　녀석들이네……
좀　더　밝게　못　하나?","暇況易　芸祭塊挨拐……
死　球　至映　削　圧詠?","음침한　녀석들이네……
좀　더　밝게　못　하나?","暇況易　芸祭塊挨拐……
死　球　至映　削　圧詠?",1
そういう、何でもかんでも力任せって嫌われるかな！,64,1,normal,105447,105520,そういう、何でもかんでも力任せって嫌われるかな！,そういう、何でもかんでも力任せって嫌われるかな！,そういう、何でもかんでも力任せって嫌われるかな！,[],"뭐든　힘으로　해결하니까,　미움받는　거잖아!","志管　狭園偉　井魁圧依垣,　影弓閣位　過芋違!","뭐든　힘으로　해결하니까,　미움받는　거잖아!","志管　狭園偉　井魁圧依垣,　影弓閣位　過芋違!",1
にゅおおおおお！ マロの全力を喰らうでおじゃる！,64,1,normal,280392,280463,"にゅおおおおお！
マロの全力を喰らうでおじゃる！","にゅおおおおお！
マロの全力を喰らうでおじゃる！","にゅおおおおお！
マロの全力を喰らうでおじゃる！",[],"뉴오오오오!
마로의　전력을　받아라,　이거지!","劇遺遺遺遺!
維偉哀　鋭威逢　閣違悪,　挨過移!","뉴오오오오!
마로의　전력을　받아라,　이거지!","劇遺遺遺遺!
維偉哀　鋭威逢　閣違悪,　挨過移!",1
明日から本気出す…… ってわけにはいかないか……,64,1,normal,284218,284289,"明日から本気出す……
ってわけにはいかないか……","明日から本気出す……
ってわけにはいかないか……","明日から本気出す……
ってわけにはいかないか……",[],"내일부터　진짜　열심히…
는　통하지　않겠지…","笠泳噂会　円極　丘噛蓋…
位　掛圧移　慣間移…","내일부터　진짜　열심히…
는　통하지　않겠지…","笠泳噂会　円極　丘噛蓋…
位　掛圧移　慣間移…",1
あーわかったわかった、あんまり堅苦しく考えるな。,64,1,normal,286371,286444,あーわかったわかった、あんまり堅苦しく考えるな。,あーわかったわかった、あんまり堅苦しく考えるな。,あーわかったわかった、あんまり堅苦しく考えるな。,[],"아~　알았다　알았어,　너무　그렇게　생각　마.","違~　掬拳愛　掬拳羽,　稀異　加紹映　絵回　維.","아~　알았다　알았어,　너무　그렇게　생각　마.","違~　掬拳愛　掬拳羽,　稀異　加紹映　絵回　維.",1
む、今回はオシュトル殿も一緒か。 よろしく頼む。,64,1,normal,297911,297982,"む、今回はオシュトル殿も一緒か。
よろしく頼む。","む、今回はオシュトル殿も一緒か。
よろしく頼む。","む、今回はオシュトル殿も一緒か。
よろしく頼む。",[],"음,　오슈토르　공도　함께인가.
잘　부탁하오.","暇,　遺巨謁押　引雨　基兄迂安.
誇　噂京圧遺.","음,　오슈토르　공도　함께인가.
잘　부탁하오.","暇,　遺巨謁押　引雨　基兄迂安.
誇　噂京圧遺.",1
ハク殿！ マロの呪法を見てくれたでおじゃるか！,63,1,normal,45337,45405,"ハク殿！
マロの呪法を見てくれたでおじゃるか！","ハク殿！
マロの呪法を見てくれたでおじゃるか！","ハク殿！
マロの呪法を見てくれたでおじゃるか！",[],"하쿠님!
마로의　주법,　봐　주셨사옵니까!","圧音攻!
維偉哀　遠学,　縮　遠姿為子依垣!","하쿠님!
마로의　주법,　봐　주셨사옵니까!","圧音攻!
維偉哀　遠学,　縮　遠姿為子依垣!",1
ひぃぃぃ～！！ やっぱり怖いでおじゃるぅぅ！！,63,1,normal,47688,47758,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,ひぃぃぃ～！！　やっぱり怖いでおじゃるぅぅ！！,[],히이이~!!　역시　무섭사옵니다아아!!,蓋挨挨~!!　脅畏　異樹為子依愛違違!!,히이이~!!　역시　무섭사옵니다아아!!,蓋挨挨~!!　脅畏　異樹為子依愛違違!!,1
気持ちだけで十分だから、あまり無理はするなよ？,63,1,normal,50988,51058,気持ちだけで十分だから、あまり無理はするなよ？,気持ちだけで十分だから、あまり無理はするなよ？,気持ちだけで十分だから、あまり無理はするなよ？,[],마음만으로도　충분해.　너무　무리하진　마.,維暇菓園偉雨　貴許井.　稀異　異以圧円　維.,마음만으로도　충분해.　너무　무리하진　마.,維暇菓園偉雨　貴許井.　稀異　異以圧円　維.,1
モズヌ……！ 観念してお縄につけ！ 降参しろ！,63,1,normal,58991,59059,"モズヌ……！
観念してお縄につけ！　降参しろ！","モズヌ……！
観念してお縄につけ！　降参しろ！","モズヌ……！
観念してお縄につけ！　降参しろ！",[],"모즈누……!
단념하고하고　항복해라!","逸運援……!
憾旦圧渦圧渦　官屋井悪!","모즈누……!
단념하고하고　항복해라!","逸運援……!
憾旦圧渦圧渦　官屋井悪!",1
えーと…… 本当にこのまま続けていいんですか？,63,1,normal,63175,63243,"えーと……
本当にこのまま続けていいんですか？","えーと……
本当にこのまま続けていいんですか？","えーと……
本当にこのまま続けていいんですか？",[],"저기……

정말　계속해도　되는　건가요?","敢握……

右訓　稼介井雨　憶位　虐安俄?","저기……

정말　계속해도　되는　건가요?","敢握……

右訓　稼介井雨　憶位　虐安俄?",1
にゃぷぅ～～ッ！？ い、痛いにゃもぉぉ～～！！,63,1,normal,65426,65494,"にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！","にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！","にゃぷぅ～～ッ！？
い、痛いにゃもぉぉ～～！！",[],"냐푸우~~!?
아,　아프다냐모오오~~!!","主忽員~~!?
違,　違皆愛主逸遺遺~~!!","냐푸우~~!?
아,　아프다냐모오오~~!!","主忽員~~!?
違,　違皆愛主逸遺遺~~!!",1
で、デコポンポ様ッ！！ 大丈夫でありますか！？,63,1,normal,65571,65639,"で、デコポンポ様ッ！！
大丈夫でありますか！？","で、デコポンポ様ッ！！
大丈夫でありますか！？","で、デコポンポ様ッ！！
大丈夫でありますか！？",[],"데,　데코폼포님!!
무사하십니까!?","戒,　戒歌朔海攻!!
異為圧砦依垣!?","데,　데코폼포님!!
무사하십니까!?","戒,　戒歌朔海攻!!
異為圧砦依垣!?",1
姉ちゃん、 いいねぇ、そう来なくちゃなぁ……！,63,1,normal,91606,91674,"姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！","姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！","姉ちゃん、
いいねぇ、そう来なくちゃなぁ……！",[],"언니,
좋네,　그렇게　나와야지……!","経依,
窟拐,　加紹映　詠穏因移……!","언니,
좋네,　그렇게　나와야지……!","経依,
窟拐,　加紹映　詠穏因移……!",1
（そうか……クオン殿が言ったのはこういう……）,63,1,normal,93035,93105,（そうか……クオン殿が言ったのはこういう……）,（そうか……クオン殿が言ったのはこういう……）,（そうか……クオン殿が言ったのはこういう……）,[],(그런가…　쿠온공의　말은　이런　의미였군…),(加佐安…　音悔引哀　訓宴　挨佐　哀影刻改…),(그런가…　쿠온공의　말은　이런　의미였군…),(加佐安…　音悔引哀　訓宴　挨佐　哀影刻改…),1
屍体に命を狙われるとは…… 誰の差し金なんだ？,63,1,normal,100110,100178,"屍体に命を狙われるとは……
誰の差し金なんだ？","屍体に命を狙われるとは……
誰の差し金なんだ？","屍体に命を狙われるとは……
誰の差し金なんだ？",[],"시체에게　노려지다니……

누구　짓이지?","畏委綾映　益闇移愛依……

援牙　源挨移?","시체에게　노려지다니……

누구　짓이지?","畏委綾映　益闇移愛依……

援牙　源挨移?",1
そんなことはいいから、 こっちを手伝ってくれ！,63,1,normal,100477,100545,"そんなことはいいから、
こっちを手伝ってくれ！","そんなことはいいから、
こっちを手伝ってくれ！","そんなことはいいから、
こっちを手伝ってくれ！",[],"그딴　건　됐으니까,
이쪽　좀　도와줘!","加答　虐　手園依垣,
挨向　死　雨穏荒!","그딴　건　됐으니까,
이쪽　좀　도와줘!","加答　虐　手園依垣,
挨向　死　雨穏荒!",1
まったく…… 影とは別の意味で厄介じゃない……,63,1,normal,101379,101447,"まったく……
影とは別の意味で厄介じゃない……","まったく……
影とは別の意味で厄介じゃない……","まったく……
影とは別の意味で厄介じゃない……",[],"정말…
그림자랑은　다른　의미로　귀찮네…","右訓…
加偽一郷宴　愛脚　哀影偉　牛頃拐…","정말…
그림자랑은　다른　의미로　귀찮네…","右訓…
加偽一郷宴　愛脚　哀影偉　牛頃拐…",1
コォォォォォォォォォッ……ハアァァァァッッ！！,63,1,normal,111356,111426,コォォォォォォォォォッ……ハアァァァァッッ！！,コォォォォォォォォォッ……ハアァァァァッッ！！,コォォォォォォォォォッ……ハアァァァァッッ！！,[],코오오오오오……　하아아아앗!!,歌遺遺遺遺遺……　圧違違違材!!,코오오오오오……　하아아아앗!!,歌遺遺遺遺遺……　圧違違違材!!,1
にょほ…… 少し休ませてほしいでおじゃるよ……,63,1,normal,280235,280303,"にょほ……
少し休ませてほしいでおじゃるよ……","にょほ……
少し休ませてほしいでおじゃるよ……","にょほ……
少し休ませてほしいでおじゃるよ……",[],"냐호……

조금　쉬게　해　주시옵소서……","主完……

河崖　近映　井　遠畏子怨溢……","냐호……

조금　쉬게　해　주시옵소서……","主完……

河崖　近映　井　遠畏子怨溢……",1
もうおしまいけ？ 来ないならこっちから行くぇ！,63,1,normal,280730,280798,"もうおしまいけ？
来ないならこっちから行くぇ！","もうおしまいけ？
来ないならこっちから行くぇ！","もうおしまいけ？
来ないならこっちから行くぇ！",[],"벌써　끝이야?
안　올　거면　이쪽에서　간다!","去肯　仰挨因?
貫　協　過延　挨向綾溢　衛愛!","벌써　끝이야?
안　올　거면　이쪽에서　간다!","去肯　仰挨因?
貫　協　過延　挨向綾溢　衛愛!",1
キウル、流れを変えられる前に一気に押し込むぞ。,63,1,normal,280929,280999,キウル、流れを変えられる前に一気に押し込むぞ。,キウル、流れを変えられる前に一気に押し込むぞ。,キウル、流れを変えられる前に一気に押し込むぞ。,[],"키우루,　흐름이　바뀌기　전에　밀어붙인다.","沿員餌,　指頑挨　関属握　鋭綾　勧羽険迂愛.","키우루,　흐름이　바뀌기　전에　밀어붙인다.","沿員餌,　指頑挨　関属握　鋭綾　勧羽険迂愛.",1
こ、コラ！ 戦闘中に、あんまりくっつくな……！,63,1,normal,290019,290087,"こ、コラ！
戦闘中に、あんまりくっつくな……！","こ、コラ！
戦闘中に、あんまりくっつくな……！","こ、コラ！
戦闘中に、あんまりくっつくな……！",[],"야,　야!
전투　중에　너무　붙지　마……!","因,　因!
鋭凹　塩綾　稀異　険移　維……!","야,　야!
전투　중에　너무　붙지　마……!","因,　因!
鋭凹　塩綾　稀異　険移　維……!",1
あ、兄上！？ いったいどうなさったんですか！？,63,1,normal,301493,301561,"あ、兄上！？
いったいどうなさったんですか！？","あ、兄上！？
いったいどうなさったんですか！？","あ、兄上！？
いったいどうなさったんですか！？",[],"혀,　형님!?
대체　무슨　일이신가요!?","盾,　央攻!?
域委　異嬢　泳挨縁安俄!?","혀,　형님!?
대체　무슨　일이신가요!?","盾,　央攻!?
域委　異嬢　泳挨縁安俄!?",1
よぉし！ テメェ等、早いとこ仕上げちまうぜ！,62,1,normal,44767,44832,"よぉし！
テメェ等、早いとこ仕上げちまうぜ！","よぉし！
テメェ等、早いとこ仕上げちまうぜ！","よぉし！
テメェ等、早いとこ仕上げちまうぜ！",[],"좋아!
너희들,　얼른　끝장내　주마!","窟違!
稀景塊,　敬脚　仰壱笠　遠維!","좋아!
너희들,　얼른　끝장내　주마!","窟違!
稀景塊,　敬脚　仰壱笠　遠維!",1
なんだ、この鉄扇……？ 妙に使いやすいな……,62,1,normal,45143,45208,"なんだ、この鉄扇……？
妙に使いやすいな……","なんだ、この鉄扇……？
妙に使いやすいな……","なんだ、この鉄扇……？
妙に使いやすいな……",[],"뭐지,　이　철선…?
이상하게　쓰기　편해……","志移,　挨　斬快…?
挨姐圧映　飴握　下井……","뭐지,　이　철선…?
이상하게　쓰기　편해……","志移,　挨　斬快…?
挨姐圧映　飴握　下井……",1
間近で見ると、コイツとんでもない大きさだぞ！,62,1,normal,46668,46735,間近で見ると、コイツとんでもない大きさだぞ！,間近で見ると、コイツとんでもない大きさだぞ！,間近で見ると、コイツとんでもない大きさだぞ！,[],"가까이서　보니,　크기가　말도　안　되잖아!","安垣挨溢　永依,　岡握安　訓雨　貫　憶芋違!","가까이서　보니,　크기가　말도　안　되잖아!","安垣挨溢　永依,　岡握安　訓雨　貫　憶芋違!",1
ひっ！？ ハク殿、待ってほしいでおじゃる！！,62,1,normal,47071,47136,"ひっ！？
ハク殿、待ってほしいでおじゃる！！","ひっ！？
ハク殿、待ってほしいでおじゃる！！","ひっ！？
ハク殿、待ってほしいでおじゃる！！",[],"히익!?
하쿠님,　기다려　주시옵소서!!","蓋祝!?
圧音攻,　握愛闇　遠畏子怨溢!!","히익!?
하쿠님,　기다려　주시옵소서!!","蓋祝!?
圧音攻,　握愛闇　遠畏子怨溢!!",1
どうしてこうなった…… もう……やけくそだ！,62,1,normal,55887,55952,"どうしてこうなった……
もう……やけくそだ！","どうしてこうなった……
もう……やけくそだ！","どうしてこうなった……
もう……やけくそだ！",[],"왜　이렇게　됐지…
젠장…　될　대로　되라!","躰　挨紹映　手移…
搾壱…　晒　域偉　憶悪!","왜　이렇게　됐지…
젠장…　될　대로　되라!","躰　挨紹映　手移…
搾壱…　晒　域偉　憶悪!",1
うっしッ！ 今のは結構効いたんじゃねぇかぁ？,62,1,normal,68230,68295,"うっしッ！
今のは結構効いたんじゃねぇかぁ？","うっしッ！
今のは結構効いたんじゃねぇかぁ？","うっしッ！
今のは結構効いたんじゃねぇかぁ？",[],"좋아!
방금　건　꽤　먹힌　거　아니냐?","窟違!
殴崖　虐　承　傘差　過　違依主?","좋아!
방금　건　꽤　먹힌　거　아니냐?","窟違!
殴崖　虐　承　傘差　過　違依主?",1
もう十分だろ…… これ以上の戦いは無意味だ。,62,1,normal,73922,73987,"もう十分だろ……
これ以上の戦いは無意味だ。","もう十分だろ……
これ以上の戦いは無意味だ。","もう十分だろ……
これ以上の戦いは無意味だ。",[],"충분하잖아…
이　이상　싸움은　의미　없어.","貴許圧芋違…
挨　挨姐　係弓宴　哀影　緩羽.","충분하잖아…
이　이상　싸움은　의미　없어.","貴許圧芋違…
挨　挨姐　係弓宴　哀影　緩羽.",1
なん……だ……？ 何なのだ……これは……！？,62,1,normal,76885,76950,"なん……だ……？
何なのだ……これは……！？","なん……だ……？
何なのだ……これは……！？","なん……だ……？
何なのだ……これは……！？",[],"뭐……지……?
대체　뭔데……　이게……!?","志……移……?
域委　風戒……　挨映……!?","뭐……지……?
대체　뭔데……　이게……!?","志……移……?
域委　風戒……　挨映……!?",1
こんな、無茶苦茶あるか！ 退け、退けーッ！！,62,1,normal,77523,77588,"こんな、無茶苦茶あるか！
退け、退けーッ！！","こんな、無茶苦茶あるか！
退け、退けーッ！！","こんな、無茶苦茶あるか！
退け、退けーッ！！",[],"이런　말도　안　되는!
비켜,　비켜라!!","挨佐　訓雨　貫　憶位!
苑軍,　苑軍悪!!","이런　말도　안　되는!
비켜,　비켜라!!","挨佐　訓雨　貫　憶位!
苑軍,　苑軍悪!!",1
すごいなハク！ 空を飛んだのなんて初めてだ！,62,1,normal,87588,87653,"すごいなハク！
空を飛んだのなんて初めてだ！","すごいなハク！
空を飛んだのなんて初めてだ！","すごいなハク！
空を飛んだのなんて初めてだ！",[],"대단해,　하쿠!
하늘을　난　건　처음이야!","域憾井,　圧音!
圧旗逢　鎌　虐　吸暇挨因!","대단해,　하쿠!
하늘을　난　건　처음이야!","域憾井,　圧音!
圧旗逢　鎌　虐　吸暇挨因!",1
くくっ、これがお嬢の覚悟って奴ですかい……？,62,1,normal,90963,91030,くくっ、これがお嬢の覚悟って奴ですかい……？,くくっ、これがお嬢の覚悟って奴ですかい……？,くくっ、これがお嬢の覚悟って奴ですかい……？,[],"큭,　이게　아가씨의　각오라는　건가요……?","捲,　挨映　違安商哀　回遺悪位　虐安俄……?","큭,　이게　아가씨의　각오라는　건가요……?","捲,　挨映　違安商哀　回遺悪位　虐安俄……?",1
さぁ！ 腕に覚えのある方からおいでくだせぇ。,62,1,normal,91769,91834,"さぁ！
腕に覚えのある方からおいでくだせぇ。","さぁ！
腕に覚えのある方からおいでくだせぇ。","さぁ！
腕に覚えのある方からおいでくだせぇ。",[],"자!
실력　있는　분부터　덤벼　주시지요.","一!
含威　英位　許噂会　才山　遠畏移俄.","자!
실력　있는　분부터　덤벼　주시지요.","一!
含威　英位　許噂会　才山　遠畏移俄.",1
安心しろ！ 私が矢をたっぷり打ち込んでやる！,62,1,normal,92622,92687,"安心しろ！
私が矢をたっぷり打ち込んでやる！","安心しろ！
私が矢をたっぷり打ち込んでやる！","安心しろ！
私が矢をたっぷり打ち込んでやる！",[],"걱정　마!
내가　화살을　잔뜩　박아　주마!","針右　維!
笠安　温輝逢　却乳　功違　遠維!","걱정　마!
내가　화살을　잔뜩　박아　주마!","針右　維!
笠安　温輝逢　却乳　功違　遠維!",1
ほぅ…… 小ちゃい嬢ちゃんも中々やりやすね！,62,1,normal,92783,92848,"ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！","ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！","ほぅ……
小ちゃい嬢ちゃんも中々やりやすね！",[],"호오……
작은　아가씨도　제법이구만!","完遺……
奥宴　違安商雨　応学挨牙菓!","호오……
작은　아가씨도　제법이구만!","完遺……
奥宴　違安商雨　応学挨牙菓!",1
（祖國の心配では無く、小生の身を案じて……）,62,1,normal,93205,93272,（祖國の心配では無く、小生の身を案じて……）,（祖國の心配では無く、小生の身を案じて……）,（祖國の心配では無く、小生の身を案じて……）,[],"(조국　걱정이　아니라,　소생의　안위를…)","(河居　針右挨　違依悪,　怨絵哀　貫仮扱…)","(조국　걱정이　아니라,　소생의　안위를…)","(河居　針右挨　違依悪,　怨絵哀　貫仮扱…)",1
いいえ、姉上。 この方々は少々違うようです。,62,1,normal,96087,96152,"いいえ、姉上。
この方々は少々違うようです。","いいえ、姉上。
この方々は少々違うようです。","いいえ、姉上。
この方々は少々違うようです。",[],"아니요,　언니.
이분들은　다른　것　같아요.","違依俄,　経依.
挨許塊宴　愛脚　機　堅違俄.","아니요,　언니.
이분들은　다른　것　같아요.","違依俄,　経依.
挨許塊宴　愛脚　機　堅違俄.",1
ルルティエ、ネコネ、 とにかく落ち着け……！,62,1,normal,99536,99601,"ルルティエ、ネコネ、
とにかく落ち着け……！","ルルティエ、ネコネ、
とにかく落ち着け……！","ルルティエ、ネコネ、
とにかく落ち着け……！",[],"루루티에,　네코네,
일단　진정해……!","餌餌棺綾,　拐歌拐,
泳憾　円右井……!","루루티에,　네코네,
일단　진정해……!","餌餌棺綾,　拐歌拐,
泳憾　円右井……!",1
姫殿下を…… なんとしてでもお助けするです！,62,1,normal,102764,102829,"姫殿下を……
なんとしてでもお助けするです！","姫殿下を……
なんとしてでもお助けするです！","姫殿下を……
なんとしてでもお助けするです！",[],"공주　전하를……
어떻게든　구하는　거예요!","引遠　鋭圧扱……
羽諸映管　牙圧位　過距俄!","공주　전하를……
어떻게든　구하는　거예요!","引遠　鋭圧扱……
羽諸映管　牙圧位　過距俄!",1
ガッハハハハッ！ 小娘の分際で我に挑むかッ！,62,1,normal,104241,104306,"ガッハハハハッ！
小娘の分際で我に挑むかッ！","ガッハハハハッ！
小娘の分際で我に挑むかッ！","ガッハハハハッ！
小娘の分際で我に挑むかッ！",[],"가하하핫!
하찮은　계집이　감히　나에게!!","安圧圧謝!
圧頃宴　稼角挨　汗蓋　詠綾映!!","가하하핫!
하찮은　계집이　감히　나에게!!","安圧圧謝!
圧頃宴　稼角挨　汗蓋　詠綾映!!",1
わたしの事より、 今は、アンジュさまを……！,62,1,normal,104986,105051,"わたしの事より、
今は、アンジュさまを……！","わたしの事より、
今は、アンジュさまを……！","わたしの事より、
今は、アンジュさまを……！",[],"저　보다는,
지금은,　안주　님을……!","敢　永愛位,
移崖宴,　貫遠　攻逢……!","저　보다는,
지금은,　안주　님을……!","敢　永愛位,
移崖宴,　貫遠　攻逢……!",1
これ程とは…… 倒すのは骨が折れそうですね。,62,1,normal,109323,109388,"これ程とは……
倒すのは骨が折れそうですね。","これ程とは……
倒すのは骨が折れそうですね。","これ程とは……
倒すのは骨が折れそうですね。",[],"이　정도라니……
잡으려면　꽤　애　먹겠군.","挨　右雨悪依……
怯園闇延　承　群　傘間改.","이　정도라니……
잡으려면　꽤　애　먹겠군.","挨　右雨悪依……
怯園闇延　承　群　傘間改.",1
